row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_compatibility	year_from	year_to	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
11	PNS-FLU-000011	8596335996948	LIQ957006		10827	Liqui Moly	Liqui Moly	PneuServis SK s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 15W-40 5 L	Synthetic oil Liqui Moly 15W-40, 5 L pack	Fully synthetic engine oil Liqui Moly 15W-40. ACEA A3/B4, API SN PLUS standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	15W-40 / 5 L				EUR	23	63.30	77.86	79.10	97.29	25.0	0		19.46	€/L		0	BA-01 Bratislava	On order	7 days	7	4	4	4	Boxed set	7 days	4.70	5.66	146	139	187	5.00	146x139x187 mm	Universal			ACEA A3/B4 / API SN PLUS	3819.00	Germany	New	0					15W-40	ACEA A3/B4, API SN PLUS	https://cdn.pns.example/img/pns-flu-000011.jpg	https://cdn.pns.example/doc/pns-flu-000011.pdf	no	2026-06-02
12	PNS-RIM-000012	8598224393180	BOR331455		26920	Borbet	Borbet	PneuServis SK s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Borbet 6.0Jx17 5x112 ET48	Alloy wheel Borbet 6.0Jx17, 5x112, ET48	Alloy wheel Borbet, 6.0Jx17, PCD 5x112, ET48. Certified (TUV), suitable for all-year use, painted finish.	Size	6.0Jx17 5x112 ET48				EUR	23	103.65	127.49	134.27	165.15	29.5	0			€/pc		356	KE-03 Kosice	In stock	24 h	1	2	1	1	Plastic container	24 h	8.70	10.47	475	475	150		475x475x150 mm	Universal			TUV / ECE	8708.70	Slovakia	New	24							https://cdn.pns.example/img/pns-rim-000012.jpg	https://cdn.pns.example/doc/pns-rim-000012.pdf	yes	2026-06-02
13	PNS-TYR-000013	8593125244142	GOO574535		35408	Goodyear	Goodyear	PneuServis SK s.r.o.	Tires	All-season tire	TYR	Goodyear 185/65 R16 88W all-season	All-season tire Goodyear 185/65 R16 88W	All-season tire Goodyear 185/65 R16, load index 88, speed rating W. EU label: fuel B, wet grip C, noise 69 dB.	Size	185/65 R16 88W				EUR	23	93.95	115.56	125.14	153.92	33.2	10	138.53		€/pc		1	DC-VIE Vienna	Incoming	2–3 days	3	5	1	1	Blister	2–3 days	10.60	12.78	500	185	185		500x185x185 mm	Universal			ECE R30	4011.10	China	New	24	All-season	B	C	69			https://cdn.pns.example/img/pns-tyr-000013.jpg	https://cdn.pns.example/doc/pns-tyr-000013.pdf	yes	2026-06-02
14	PNS-TYR-000014	8593395648794	CON867447		69354	Continental	Continental	PneuServis SK s.r.o.	Tires	All-season tire	TYR	Continental 205/50 R16 99T all-season	All-season tire Continental 205/50 R16 99T	All-season tire Continental 205/50 R16, load index 99, speed rating T. EU label: fuel D, wet grip B, noise 70 dB.	Size	205/50 R16 99T				EUR	23	113.99	140.21	151.06	185.80	32.5	0			€/pc		15	DC-VIE Vienna	In stock	24 h	1	5	2	1	Boxed set	24 h	7.40	8.46	500	205	205		500x205x205 mm	Universal			ECE R30	4011.10	Slovakia	New	24	All-season	D	B	70			https://cdn.pns.example/img/pns-tyr-000014.jpg	https://cdn.pns.example/doc/pns-tyr-000014.pdf	yes	2026-06-02
15	PNS-TYR-000015	8590835511410	GOO762185		60818	Goodyear	Goodyear	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Goodyear 195/65 R17 90V winter	Winter tire Goodyear 195/65 R17 90V	Winter tire Goodyear 195/65 R17, load index 90, speed rating V. EU label: fuel E, wet grip A, noise 70 dB.	Size	195/65 R17 90V				EUR	23	71.64	88.12	90.46	111.27	26.3	0			€/pc		267	ZA-02 Zilina	In stock	24 h	1	5	1	4	Plastic container	24 h	7.90	9.23	525	195	195		525x195x195 mm	Universal			ECE R30	4011.10	Poland	New	24	Winter	E	A	70			https://cdn.pns.example/img/pns-tyr-000015.jpg	https://cdn.pns.example/doc/pns-tyr-000015.pdf	yes	2026-06-02
16	PNS-TYR-000016	8592453522762	BAR446637		29575	Barum	Barum	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Barum 205/55 R16 98V winter	Winter tire Barum 205/55 R16 98V	Winter tire Barum 205/55 R16, load index 98, speed rating V. EU label: fuel E, wet grip A, noise 68 dB.	Size	205/55 R16 98V				EUR	23	46.91	57.70	58.70	72.20	25.1	0			€/pc		155	DC-PRG Prague	In stock	24 h	1	1	1	1	Film wrap	24 h	12.20	14.07	500	205	205		500x205x205 mm	Universal			ECE R30	4011.10	Poland	New	24	Winter	E	A	68			https://cdn.pns.example/img/pns-tyr-000016.jpg	https://cdn.pns.example/doc/pns-tyr-000016.pdf	no	2026-06-02
17	PNS-TYR-000017	8590449794179	GOO214129		67784	Goodyear	Goodyear	PneuServis SK s.r.o.	Tires	Summer tire	TYR	Goodyear 195/45 R18 91T summer	Summer tire Goodyear 195/45 R18 91T	Summer tire Goodyear 195/45 R18, load index 91, speed rating T. EU label: fuel D, wet grip A, noise 72 dB.	Size	195/45 R18 91T				EUR	23	55.60	68.39	66.93	82.32	20.4	5	78.20		€/pc		102	DC-PRG Prague	In stock	24 h	1	1	1	2	Boxed set	24 h	11.20	13.11	550	195	195		550x195x195 mm	Universal			ECE R30	4011.10	Japan	New	24	Summer	D	A	72			https://cdn.pns.example/img/pns-tyr-000017.jpg	https://cdn.pns.example/doc/pns-tyr-000017.pdf	yes	2026-06-02
18	PNS-PRT-000018	8598249320970	HEP519702	OE6299839;OE3006063	58387	Hepu	Hepu	PneuServis SK s.r.o.	Spare parts	Water pump	PRT	Water pump Hepu	Water pump Hepu	Water pump Hepu. Precise fitment to OE specification, proven reliability and durability.	Front axle		Front axle			EUR	23	88.41	108.74	119.11	146.51	34.7	10	131.86		€/pc		359	KE-03 Kosice	In stock	24 h	1	1	1	2	Box	24 h	7.15	7.61	215	175	221		215x175x221 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013		8708.99	Poland	New	24							https://cdn.pns.example/img/pns-prt-000018.jpg	https://cdn.pns.example/doc/pns-prt-000018.pdf	yes	2026-06-02
19	PNS-BRK-000019	8596722008964	BOS31135	OE7687156;OE6593280	67196	Bosch	Bosch	PneuServis SK s.r.o.	Braking system	Brake discs	BRK	Brake discs Bosch	Brake discs Bosch, diameter 330 mm	Brake discs by Bosch with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Right		EUR	23	28.96	35.62	42.35	52.09	46.2	5	49.49		€/pc		216	KE-03 Kosice	In stock	24 h	1	10	1	1	Plastic container	24 h	6.92	7.56	330	330	49		330x330x49 mm	BMW 3 E90 2005–2012	2005	2012	ECE R90	8708.30	China	New	24							https://cdn.pns.example/img/pns-brk-000019.jpg	https://cdn.pns.example/doc/pns-brk-000019.pdf	yes	2026-06-02
20	PNS-TYR-000020	8598811383433	CON990691		32132	Continental	Continental	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Continental 215/60 R15 90V winter	Winter tire Continental 215/60 R15 90V	Winter tire Continental 215/60 R15, load index 90, speed rating V. EU label: fuel B, wet grip A, noise 68 dB.	Size	215/60 R15 90V				EUR	23	104.97	129.11	146.72	180.47	39.8	0			€/pc		0	DC-PRG Prague	On order	10 days	10	5	2	2	Film wrap	10 days	11.40	13.75	475	215	215		475x215x215 mm	Universal			ECE R30	4011.10	Slovakia	New	24	Winter	B	A	68			https://cdn.pns.example/img/pns-tyr-000020.jpg	https://cdn.pns.example/doc/pns-tyr-000020.pdf	no	2026-06-02
21	PNS-TYR-000021	8593541475779	MIC818725		33968	Michelin	Michelin	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Michelin 195/50 R15 95W winter	Winter tire Michelin 195/50 R15 95W	Winter tire Michelin 195/50 R15, load index 95, speed rating W. EU label: fuel D, wet grip A, noise 72 dB.	Size	195/50 R15 95W				EUR	23	144.35	177.55	183.00	225.09	26.8	0			€/pc		183	BA-01 Bratislava	In stock	24 h	1	2	1	4	Plastic container	24 h	9.70	10.77	475	195	195		475x195x195 mm	Universal			ECE R30	4011.10	Slovakia	New	24	Winter	D	A	72			https://cdn.pns.example/img/pns-tyr-000021.jpg	https://cdn.pns.example/doc/pns-tyr-000021.pdf	no	2026-06-02
22	PNS-RIM-000022	8595059267488	ALC543681		18204	Alcar	Alcar	PneuServis SK s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Alcar 6.0Jx17 5x114.3 ET48	Alloy wheel Alcar 6.0Jx17, 5x114.3, ET48	Alloy wheel Alcar, 6.0Jx17, PCD 5x114.3, ET48. Certified (TUV), suitable for all-year use, painted finish.	Size	6.0Jx17 5x114.3 ET48				EUR	23	66.35	81.61	93.76	115.32	41.3	5	109.55		€/pc		34	DC-PRG Prague	In stock	24 h	1	2	1	2	Blister	24 h	12.60	13.54	475	475	150		475x475x150 mm	Universal			TUV / ECE	8708.70	Slovakia	New	24							https://cdn.pns.example/img/pns-rim-000022.jpg	https://cdn.pns.example/doc/pns-rim-000022.pdf	yes	2026-06-02
23	PNS-TYR-000023	8597130710609	MAT733890		19341	Matador	Matador	PneuServis SK s.r.o.	Tires	Summer tire	TYR	Matador 195/45 R18 92W summer	Summer tire Matador 195/45 R18 92W	Summer tire Matador 195/45 R18, load index 92, speed rating W. EU label: fuel C, wet grip A, noise 70 dB.	Size	195/45 R18 92W				EUR	23	54.72	67.31	69.24	85.17	26.5	10	76.65		€/pc		0	DC-PRG Prague	On order	7 days	7	1	1	1	Plastic container	7 days	9.70	10.40	550	195	195		550x195x195 mm	Universal			ECE R30	4011.10	Germany	New	24	Summer	C	A	70			https://cdn.pns.example/img/pns-tyr-000023.jpg	https://cdn.pns.example/doc/pns-tyr-000023.pdf	yes	2026-06-02
24	PNS-TYR-000024	8599481578617	SAV505236		17043	Sava	Sava	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Sava 205/45 R17 97H winter	Winter tire Sava 205/45 R17 97H	Winter tire Sava 205/45 R17, load index 97, speed rating H. EU label: fuel B, wet grip C, noise 71 dB.	Size	205/45 R17 97H				EUR	23	92.38	113.63	109.25	134.38	18.3	10	120.94		€/pc		3	DC-VIE Vienna	Incoming	2–3 days	3	1	1	1	Film wrap	2–3 days	9.70	10.98	525	205	205		525x205x205 mm	Universal			ECE R30	4011.10	Italy	New	24	Winter	B	C	71			https://cdn.pns.example/img/pns-tyr-000024.jpg	https://cdn.pns.example/doc/pns-tyr-000024.pdf	yes	2026-06-02
25	PNS-RIM-000025	8594590713911	RON803699		30692	Ronal	Ronal	PneuServis SK s.r.o.	Wheels	Steel wheel	RIM	Steel wheel Ronal 7.5Jx15 5x114.3 ET48	Steel wheel Ronal 7.5Jx15, 5x114.3, ET48	Steel wheel Ronal, 7.5Jx15, PCD 5x114.3, ET48. Certified (TUV), suitable for all-year use, painted finish.	Size	7.5Jx15 5x114.3 ET48				EUR	23	130.91	161.02	173.11	212.93	32.2	0			€/pc		108	DC-VIE Vienna	In stock	24 h	1	10	4	4	Film wrap	24 h	12.70	15.54	425	425	187		425x425x187 mm	Universal			TUV / ECE	8708.70	Germany	New	24							https://cdn.pns.example/img/pns-rim-000025.jpg	https://cdn.pns.example/doc/pns-rim-000025.pdf	yes	2026-06-02
26	PNS-RIM-000026	8590288657338	RON998946		42988	Ronal	Ronal	PneuServis SK s.r.o.	Wheels	Steel wheel	RIM	Steel wheel Ronal 8.0Jx17 5x114.3 ET35	Steel wheel Ronal 8.0Jx17, 5x114.3, ET35	Steel wheel Ronal, 8.0Jx17, PCD 5x114.3, ET35. Certified (TUV), suitable for all-year use, painted finish.	Size	8.0Jx17 5x114.3 ET35				EUR	23	84.68	104.16	123.56	151.98	45.9	15	129.18		€/pc		22	DC-VIE Vienna	In stock	24 h	1	1	1	1	Blister	24 h	7.10	8.65	475	475	200		475x475x200 mm	Universal			TUV / ECE	8708.70	Japan	New	24							https://cdn.pns.example/img/pns-rim-000026.jpg	https://cdn.pns.example/doc/pns-rim-000026.pdf	yes	2026-06-02
27	PNS-TYR-000027	8599500170259	MAT435409		61878	Matador	Matador	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Matador 185/65 R17 93W winter	Winter tire Matador 185/65 R17 93W	Winter tire Matador 185/65 R17, load index 93, speed rating W. EU label: fuel C, wet grip B, noise 70 dB.	Size	185/65 R17 93W				EUR	23	67.36	82.85	87.68	107.85	30.2	0			€/pc		221	ZA-02 Zilina	In stock	24 h	1	1	2	4	Film wrap	24 h	8.80	10.08	525	185	185		525x185x185 mm	Universal			ECE R30	4011.10	Spain	New	24	Winter	C	B	70			https://cdn.pns.example/img/pns-tyr-000027.jpg	https://cdn.pns.example/doc/pns-tyr-000027.pdf	yes	2026-06-02
28	PNS-TYR-000028	8598793754269	CON294435		32654	Continental	Continental	PneuServis SK s.r.o.	Tires	Summer tire	TYR	Continental 195/50 R15 95H summer	Summer tire Continental 195/50 R15 95H	Summer tire Continental 195/50 R15, load index 95, speed rating H. EU label: fuel D, wet grip C, noise 71 dB.	Size	195/50 R15 95H				EUR	23	97.17	119.52	129.24	158.97	33.0	10	143.07		€/pc		0	DC-VIE Vienna	On order	7 days	7	2	1	4	Plastic container	7 days	8.70	9.49	475	195	195		475x195x195 mm	Universal			ECE R30	4011.10	Poland	New	24	Summer	D	C	71			https://cdn.pns.example/img/pns-tyr-000028.jpg	https://cdn.pns.example/doc/pns-tyr-000028.pdf	no	2026-06-02
29	PNS-RIM-000029	8595727296741	ALC410698		58200	Alcar	Alcar	PneuServis SK s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Alcar 7.5Jx16 5x114.3 ET50	Alloy wheel Alcar 7.5Jx16, 5x114.3, ET50	Alloy wheel Alcar, 7.5Jx16, PCD 5x114.3, ET50. Certified (TUV), suitable for all-year use, painted finish.	Size	7.5Jx16 5x114.3 ET50				EUR	23	87.37	107.47	109.97	135.26	25.9	0			€/pc		0	BA-01 Bratislava	On order	14 days	14	4	1	2	Boxed set	14 days	11.90	13.85	450	450	187		450x450x187 mm	Universal			TUV / ECE	8708.70	France	New	24							https://cdn.pns.example/img/pns-rim-000029.jpg	https://cdn.pns.example/doc/pns-rim-000029.pdf	yes	2026-06-02
30	PNS-RIM-000030	8593363901227	ALC21496		46615	Alcar	Alcar	PneuServis SK s.r.o.	Wheels	Steel wheel	RIM	Steel wheel Alcar 7.5Jx18 5x112 ET50	Steel wheel Alcar 7.5Jx18, 5x112, ET50	Steel wheel Alcar, 7.5Jx18, PCD 5x112, ET50. Certified (TUV), suitable for all-year use, painted finish.	Size	7.5Jx18 5x112 ET50				EUR	23	105.35	129.58	151.20	185.98	43.5	0			€/pc		435	DC-VIE Vienna	In stock	24 h	1	10	2	1	Boxed set	24 h	11.10	13.03	500	500	187		500x500x187 mm	Universal			TUV / ECE	8708.70	Czechia	New	24							https://cdn.pns.example/img/pns-rim-000030.jpg	https://cdn.pns.example/doc/pns-rim-000030.pdf	yes	2026-06-02
31	PNS-RIM-000031	8592725140809	RON696789		16944	Ronal	Ronal	PneuServis SK s.r.o.	Wheels	Steel wheel	RIM	Steel wheel Ronal 7.0Jx15 4x100 ET35	Steel wheel Ronal 7.0Jx15, 4x100, ET35	Steel wheel Ronal, 7.0Jx15, PCD 4x100, ET35. Certified (TUV), suitable for all-year use, painted finish.	Size	7.0Jx15 4x100 ET35				EUR	23	49.43	60.80	73.47	90.37	48.6	10	81.33		€/pc		0	BA-01 Bratislava	Sold out	—	0	10	1	1	Plastic container	—	11.20	12.37	425	425	175		425x425x175 mm	Universal			TUV / ECE	8708.70	Slovakia	New	24							https://cdn.pns.example/img/pns-rim-000031.jpg	https://cdn.pns.example/doc/pns-rim-000031.pdf	yes	2026-06-02
32	PNS-RIM-000032	8592364995976	ALC544658		13208	Alcar	Alcar	PneuServis SK s.r.o.	Wheels	Steel wheel	RIM	Steel wheel Alcar 8.0Jx18 5x114.3 ET50	Steel wheel Alcar 8.0Jx18, 5x114.3, ET50	Steel wheel Alcar, 8.0Jx18, PCD 5x114.3, ET50. Certified (TUV), suitable for all-year use, painted finish.	Size	8.0Jx18 5x114.3 ET50				EUR	23	45.17	55.56	65.11	80.09	44.1	0			€/pc		0	KE-03 Kosice	On order	14 days	14	1	1	1	Box	14 days	8.40	10.39	500	500	200		500x500x200 mm	Universal			TUV / ECE	8708.70	China	New	24							https://cdn.pns.example/img/pns-rim-000032.jpg	https://cdn.pns.example/doc/pns-rim-000032.pdf	no	2026-06-02
33	PNS-TYR-000033	8592353191037	CON750737		48181	Continental	Continental	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Continental 175/55 R15 96V winter	Winter tire Continental 175/55 R15 96V	Winter tire Continental 175/55 R15, load index 96, speed rating V. EU label: fuel D, wet grip A, noise 73 dB.	Size	175/55 R15 96V				EUR	23	69.84	85.90	82.92	101.99	18.7	0			€/pc		0	DC-PRG Prague	On order	7 days	7	4	2	4	Film wrap	7 days	11.40	13.56	475	175	175		475x175x175 mm	Universal			ECE R30	4011.10	France	New	24	Winter	D	A	73			https://cdn.pns.example/img/pns-tyr-000033.jpg	https://cdn.pns.example/doc/pns-tyr-000033.pdf	yes	2026-06-02
34	PNS-TYR-000034	8593381566880	BAR600632		68420	Barum	Barum	PneuServis SK s.r.o.	Tires	Winter tire	TYR	Barum 205/45 R16 93V winter	Winter tire Barum 205/45 R16 93V	Winter tire Barum 205/45 R16, load index 93, speed rating V. EU label: fuel C, wet grip C, noise 68 dB.	Size	205/45 R16 93V				EUR	23	61.85	76.08	86.02	105.80	39.1	15	89.93		€/pc		445	DC-PRG Prague	In stock	24 h	1	10	1	1	Box	24 h	8.10	8.81	500	205	205		500x205x205 mm	Universal			ECE R30	4011.10	Czechia	New	24	Winter	C	C	68			https://cdn.pns.example/img/pns-tyr-000034.jpg	https://cdn.pns.example/doc/pns-tyr-000034.pdf	yes	2026-06-02
35	PNS-RIM-000035	8594214035818	DEZ848403		81000	Dezent	Dezent	PneuServis SK s.r.o.	Wheels	Alloy wheel	RIM	Alloy wheel Dezent 7.5Jx17 5x112 ET48	Alloy wheel Dezent 7.5Jx17, 5x112, ET48	Alloy wheel Dezent, 7.5Jx17, PCD 5x112, ET48. Certified (TUV), suitable for all-year use, painted finish.	Size	7.5Jx17 5x112 ET48				EUR	23	45.49	55.95	67.30	82.78	47.9	15	70.36		€/pc		0	BA-01 Bratislava	On order	14 days	14	4	1	1	Box	14 days	6.60	8.11	475	475	187		475x475x187 mm	Universal			TUV / ECE	8708.70	Italy	New	24							https://cdn.pns.example/img/pns-rim-000035.jpg	https://cdn.pns.example/doc/pns-rim-000035.pdf	yes	2026-06-02
