row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_make	vehicle_model	vehicle_generation	vehicle_year_from	vehicle_year_to	vehicle_compatibility	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
15	DEX-BRK-000015	8592319123379	ATE627241	OE9599716;OE1848064;OE5067191	98240	ATE	ATE	PartsExpress Ltd.	Braking system	Brake pads	BRK	Brake pads ATE	Brake pads ATE, diameter 256 mm	Brake pads by ATE with 256 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Left		EUR	23	58.41	71.84	76.10	93.60	30.3	0			EUR/pc		0	KE-03 Kosice	On order	14 days	14	4	1	2	Box	14 days	3.05	3.27	256	256	84		256x256x84 mm	BMW	3 Series	E90	2005	2012	BMW 3 Series E90 2005-2012	ECE R90	8708.30	China	New	24							https://cdn.dex.example/img/dex-brk-000015.jpg	https://cdn.dex.example/doc/dex-brk-000015.pdf	yes	2026-06-02
16	DEX-PRT-000016	8590789277707	SNR132203	OE2544351;OE8115241;OE3349713	73209	SNR	SNR	PartsExpress Ltd.	Spare parts	Wheel bearing	PRT	Wheel bearing SNR	Wheel bearing SNR	Wheel bearing SNR. Precise fitment to OE specification, proven reliability and durability.	Rear axle		Rear axle			EUR	23	44.83	55.14	67.33	82.82	50.2	15	70.40		EUR/pc		0	DC-PRG Prague	On order	14 days	14	5	1	1	Blister	14 days	10.54	11.76	346	275	76		346x275x76 mm	Audi	A4	B8	2007	2015	Audi A4 B8 2007-2015		8708.99	Czechia	New	24							https://cdn.dex.example/img/dex-prt-000016.jpg	https://cdn.dex.example/doc/dex-prt-000016.pdf	yes	2026-06-02
17	DEX-PRT-000017	8590020510822	SAC979019	OE5666923;OE7283342;OE9698234	17554	Sachs	Sachs	PartsExpress Ltd.	Spare parts	Clutch kit	PRT	Clutch kit Sachs	Clutch kit Sachs	Clutch kit Sachs. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine			EUR	23	179.53	220.82	252.27	310.29	40.5	5	294.78		EUR/pc		0	DC-PRG Prague	On order	10 days	10	5	2	1	Film wrap	10 days	5.91	7.11	301	120	65		301x120x65 mm	Kia	Ceed	II (JD)	2012	2018	Kia Ceed II (JD) 2012-2018		8708.99	Spain	New	24							https://cdn.dex.example/img/dex-prt-000017.jpg	https://cdn.dex.example/doc/dex-prt-000017.pdf	no	2026-06-02
18	DEX-BAT-000018	8596850606513	VAR456499		59588	Varta	Varta	PartsExpress Ltd.	Electrical	Car battery	BAT	Car battery Varta 70 Ah 12V 700A	Car battery Varta 70 Ah, cranking 700 A	Starter battery Varta 70 Ah, 12 V, cranking current 700 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	70 Ah				EUR	23	57.26	70.43	68.78	84.60	20.1	10	76.14		EUR/pc	14.18	297	DC-PRG Prague	In stock	24 h	1	5	1	1	Plastic container	24 h	18.90	21.28	242	175	190		242x175x190 mm	Volkswagen	Golf	VII	2012	2020	Volkswagen Golf VII 2012-2020	EN 50342	8507.10	France	New	24							https://cdn.dex.example/img/dex-bat-000018.jpg	https://cdn.dex.example/doc/dex-bat-000018.pdf	yes	2026-06-02
19	DEX-BRK-000019	8598170467959	BOS803606	OE2956778	91548	Bosch	Bosch	PartsExpress Ltd.	Braking system	Brake shoes	BRK	Brake shoes Bosch	Brake shoes Bosch, diameter 330 mm	Brake shoes by Bosch with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Rear axle		Rear axle	Right		EUR	23	26.57	32.68	35.74	43.96	34.5	10	39.56		EUR/pc		181	DC-PRG Prague	In stock	24 h	1	10	1	1	Blister	24 h	6.63	8.03	330	330	71		330x330x71 mm	Skoda	Fabia	II (5J)	2007	2014	Skoda Fabia II (5J) 2007-2014	ECE R90	8708.30	France	New	24							https://cdn.dex.example/img/dex-brk-000019.jpg	https://cdn.dex.example/doc/dex-brk-000019.pdf	yes	2026-06-02
20	DEX-ACC-000020	8595598806780	HAP711547		36975	Hapro	Hapro	PartsExpress Ltd.	Accessories	Roof box	ACC	Roof box Hapro	Roof box Hapro, beige	Roof box Hapro. Quality build, easy installation, universal or model-specific design.	Design	Beige			Beige	EUR	23	290.80	357.68	465.65	572.75	60.1	0			EUR/pc		0	ZA-02 Zilina	Sold out		0	10	2	1	Blister		2.80	3.12	583	398	125		583x398x125 mm						Universal		8708.29	Spain	New	12							https://cdn.dex.example/img/dex-acc-000020.jpg	https://cdn.dex.example/doc/dex-acc-000020.pdf	no	2026-06-02
21	DEX-FLU-000021	8592148759817	LIQ338645		49574	Liqui Moly	Liqui Moly	PartsExpress Ltd.	Fluids	Washer fluid	FLU	Washer fluid Liqui Moly 3 L	Washer fluid Liqui Moly, 3 L	Washer fluid Liqui Moly, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.25	5.23	5.47	6.73	28.7	0		2.24	EUR/L		129	BA-01 Bratislava	In stock	24 h	1	5	2	1	Blister	24 h	3.03	3.38	106	107	333	3.00	106x107x333 mm						Universal		3819.00	Italy	New	0							https://cdn.dex.example/img/dex-flu-000021.jpg	https://cdn.dex.example/doc/dex-flu-000021.pdf	yes	2026-06-02
22	DEX-LGT-000022	8595281440598	PHI394120		78023	Philips	Philips	PartsExpress Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Philips	H7 bulb Philips	H7 bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	9.29	11.43	12.41	15.26	33.6	10	13.73		EUR/pc		57	DC-VIE Vienna	In stock	24 h	1	1	1	1	Boxed set	24 h	0.78	0.89	434	23	23		434x23x23 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ECE R37/R112	8512.20	Spain	New	12							https://cdn.dex.example/img/dex-lgt-000022.jpg	https://cdn.dex.example/doc/dex-lgt-000022.pdf	no	2026-06-02
23	DEX-LGT-000023	8591865547011	PHI735407		82083	Philips	Philips	PartsExpress Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Philips	H7 bulb Philips	H7 bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	9.39	11.55	12.57	15.46	33.9	0			EUR/pc		146	ZA-02 Zilina	In stock	24 h	1	2	4	2	Film wrap	24 h	0.59	0.71	627	50	42		627x50x42 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	ECE R37/R112	8512.20	Turkey	New	12							https://cdn.dex.example/img/dex-lgt-000023.jpg	https://cdn.dex.example/doc/dex-lgt-000023.pdf	no	2026-06-02
24	DEX-BAT-000024	8597506277996	BOS838655		97354	Bosch	Bosch	PartsExpress Ltd.	Electrical	Car battery	BAT	Car battery Bosch 60 Ah 12V 540A	Car battery Bosch 60 Ah, cranking 540 A	Starter battery Bosch 60 Ah, 12 V, cranking current 540 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	60 Ah				EUR	23	68.08	83.74	81.96	100.81	20.4	10	90.73		EUR/pc	9.49	107	KE-03 Kosice	In stock	24 h	1	5	4	1	Box	24 h	19.90	24.76	242	175	190		242x175x190 mm	Kia	Ceed	II (JD)	2012	2018	Kia Ceed II (JD) 2012-2018	EN 50342	8507.10	Czechia	New	24							https://cdn.dex.example/img/dex-bat-000024.jpg	https://cdn.dex.example/doc/dex-bat-000024.pdf	yes	2026-06-02
25	DEX-BAT-000025	8599573675736	EXI820689		97778	Exide	Exide	PartsExpress Ltd.	Electrical	Car battery	BAT	Car battery Exide 60 Ah 12V 660A	Car battery Exide 60 Ah, cranking 660 A	Starter battery Exide 60 Ah, 12 V, cranking current 660 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	60 Ah				EUR	23	158.10	194.46	217.14	267.08	37.3	10	240.37		EUR/pc	13.34	156	BA-01 Bratislava	In stock	24 h	1	1	1	1	Box	24 h	12.30	13.42	242	175	190		242x175x190 mm	Mercedes-Benz	E-Class	W212	2009	2016	Mercedes-Benz E-Class W212 2009-2016	EN 50342	8507.10	Czechia	New	24							https://cdn.dex.example/img/dex-bat-000025.jpg	https://cdn.dex.example/doc/dex-bat-000025.pdf	no	2026-06-02
26	DEX-FLT-000026	8598252854899	BOS54100	OE1572549	16795	Bosch	Bosch	PartsExpress Ltd.	Filters	Fuel filter	FLT	Fuel filter Bosch	Fuel filter Bosch, type Standard	Fuel filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	26.05	32.04	40.31	49.58	54.7	5	47.10		EUR/pc		448	BA-01 Bratislava	In stock	24 h	1	1	4	4	Film wrap	24 h	0.15	0.17	129	204	63		129x204x63 mm	Opel	Astra	J	2009	2015	Opel Astra J 2009-2015	ISO 4548	8421.23	France	New	24							https://cdn.dex.example/img/dex-flt-000026.jpg	https://cdn.dex.example/doc/dex-flt-000026.pdf	no	2026-06-02
27	DEX-FLT-000027	8599473564314	MAN488072	OE6853385;OE6807643	31411	Mann-Filter	Mann-Filter	PartsExpress Ltd.	Filters	Air filter	FLT	Air filter Mann-Filter	Air filter Mann-Filter, type Activated carbon	Air filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	7.21	8.87	9.97	12.26	38.3	10	11.03		EUR/pc		212	ZA-02 Zilina	In stock	24 h	1	5	2	1	Blister	24 h	1.21	1.38	111	165	37		111x165x37 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	ISO 4548	8421.23	Italy	New	24							https://cdn.dex.example/img/dex-flt-000027.jpg	https://cdn.dex.example/doc/dex-flt-000027.pdf	yes	2026-06-02
28	DEX-FLU-000028	8599262555608	CAS82555		60200	Castrol	Castrol	PartsExpress Ltd.	Fluids	Engine oil	FLU	Engine oil Castrol 10W-40 20 L	Synthetic oil Castrol 10W-40, 20 L pack	Fully synthetic engine oil Castrol 10W-40. ACEA A3/B4, API SN PLUS standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	10W-40 / 20 L				EUR	23	98.31	120.92	134.82	165.83	37.1	15	140.96	8.29	EUR/L		390	KE-03 Kosice	In stock	24 h	1	1	1	1	Blister	24 h	18.50	21.16	246	262	134	20.00	246x262x134 mm						Universal	ACEA A3/B4 / API SN PLUS	3819.00	Spain	New	0					10W-40	ACEA A3/B4, API SN PLUS	https://cdn.dex.example/img/dex-flu-000028.jpg	https://cdn.dex.example/doc/dex-flu-000028.pdf	yes	2026-06-02
29	DEX-LGT-000029	8599711160391	PHI577284		16411	Philips	Philips	PartsExpress Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Philips	H7 bulb Philips	H7 bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	1 pc				EUR	23	11.08	13.63	17.53	21.56	58.2	10	19.40		EUR/pc		274	DC-PRG Prague	In stock	24 h	1	1	4	1	Box	24 h	0.54	0.58	454	45	47		454x45x47 mm	BMW	5 Series	F10	2010	2017	BMW 5 Series F10 2010-2017	ECE R37/R112	8512.20	Slovakia	New	12							https://cdn.dex.example/img/dex-lgt-000029.jpg	https://cdn.dex.example/doc/dex-lgt-000029.pdf	no	2026-06-02
30	DEX-FLT-000030	8597558911794	MAH277773	OE4379463;OE7425816;OE2752101	17090	Mahle	Mahle	PartsExpress Ltd.	Filters	Air filter	FLT	Air filter Mahle	Air filter Mahle, type Activated carbon	Air filter Mahle (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	22.16	27.26	30.89	37.99	39.4	0			EUR/pc		250	ZA-02 Zilina	In stock	24 h	1	5	1	1	Blister	24 h	0.44	0.51	285	115	104		285x115x104 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	ISO 4548	8421.23	Spain	New	24							https://cdn.dex.example/img/dex-flt-000030.jpg	https://cdn.dex.example/doc/dex-flt-000030.pdf	yes	2026-06-02
31	DEX-BAT-000031	8594097141316	BOS889610		18521	Bosch	Bosch	PartsExpress Ltd.	Electrical	Car battery	BAT	Car battery Bosch 80 Ah 12V 720A	Car battery Bosch 80 Ah, cranking 720 A	Starter battery Bosch 80 Ah, 12 V, cranking current 720 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	80 Ah				EUR	23	76.42	94.00	106.08	130.48	38.8	5	123.96		EUR/pc	10.19	0	BA-01 Bratislava	On order	14 days	14	1	1	1	Boxed set	14 days	12.20	13.01	242	175	190		242x175x190 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	EN 50342	8507.10	Slovakia	New	24							https://cdn.dex.example/img/dex-bat-000031.jpg	https://cdn.dex.example/doc/dex-bat-000031.pdf	yes	2026-06-02
32	DEX-PRT-000032	8592847046300	NGK790399	OE2927181	33671	NGK	NGK	PartsExpress Ltd.	Spare parts	Ignition coil	PRT	Ignition coil NGK	Ignition coil NGK	Ignition coil NGK. Precise fitment to OE specification, proven reliability and durability.	Front axle		Front axle	Right		EUR	23	55.78	68.61	79.69	98.02	42.9	5	93.12		EUR/pc		121	DC-VIE Vienna	In stock	24 h	1	4	2	2	Plastic container	24 h	8.73	9.50	250	214	97		250x214x97 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019		8708.99	Poland	New	24							https://cdn.dex.example/img/dex-prt-000032.jpg	https://cdn.dex.example/doc/dex-prt-000032.pdf	yes	2026-06-02
33	DEX-BRK-000033	8596052120602	ZIM232355	OE2732451;OE8069207;OE7425378	63077	Zimmermann	Zimmermann	PartsExpress Ltd.	Braking system	Brake discs	BRK	Brake discs Zimmermann	Brake discs Zimmermann, diameter 288 mm	Brake discs by Zimmermann with 288 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Left		EUR	23	55.99	68.87	78.47	96.52	40.2	0			EUR/pc		0	BA-01 Bratislava	On order	10 days	10	10	4	4	Boxed set	10 days	6.57	8.09	288	288	27		288x288x27 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ECE R90	8708.30	Czechia	New	24							https://cdn.dex.example/img/dex-brk-000033.jpg	https://cdn.dex.example/doc/dex-brk-000033.pdf	yes	2026-06-02
34	DEX-FLT-000034	8596999211944	MAH150681	OE4533678	53276	Mahle	Mahle	PartsExpress Ltd.	Filters	Oil filter	FLT	Oil filter Mahle	Oil filter Mahle, type Standard	Oil filter Mahle (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	6.37	7.84	8.61	10.59	35.2	15	9.00		EUR/pc		381	KE-03 Kosice	In stock	24 h	1	1	1	1	Plastic container	24 h	0.13	0.14	201	81	116		201x81x116 mm	Mercedes-Benz	C-Class	W204	2007	2014	Mercedes-Benz C-Class W204 2007-2014	ISO 4548	8421.23	China	New	24							https://cdn.dex.example/img/dex-flt-000034.jpg	https://cdn.dex.example/doc/dex-flt-000034.pdf	yes	2026-06-02
35	DEX-LGT-000035	8591013928761	PHI304751		89815	Philips	Philips	PartsExpress Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Philips	H7 bulb Philips	H7 bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	2.54	3.12	3.89	4.78	53.1	0			EUR/pc		0	BA-01 Bratislava	On order	14 days	14	1	1	2	Plastic container	14 days	0.41	0.50	680	51	45		680x51x45 mm	Ford	Focus	III	2010	2018	Ford Focus III 2010-2018	ECE R37/R112	8512.20	Slovakia	New	12							https://cdn.dex.example/img/dex-lgt-000035.jpg	https://cdn.dex.example/doc/dex-lgt-000035.pdf	yes	2026-06-02
