row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_make	vehicle_model	vehicle_generation	vehicle_year_from	vehicle_year_to	vehicle_compatibility	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
19	APS-TYR-000019	8590243537118	SAV60394		92542	Sava	Sava	AutoParts Slovakia Ltd.	Tires	All-season tire	TYR	Sava 235/50 R17 96T all-season	All-season tire Sava 235/50 R17 96T	All-season tire Sava 235/50 R17, load index 96, speed rating T. EU label: fuel B, wet grip A, noise 68 dB.	Size	235/50 R17 96T				EUR	23	123.06	151.36	150.62	185.26	22.4	0			EUR/pc		474	ZA-02 Zilina	In stock	24 h	1	4	1	2	Boxed set	24 h	8.00	9.12	525	235	235		525x235x235 mm						Universal	ECE R30	4011.10	Spain	New	24	All-season	B	A	68			https://cdn.aps.example/img/aps-tyr-000019.jpg	https://cdn.aps.example/doc/aps-tyr-000019.pdf	yes	2026-06-02
20	APS-FLT-000020	8590281764170	MAN355161	OE7643919;OE5782024;OE1909342	30204	Mann-Filter	Mann-Filter	AutoParts Slovakia Ltd.	Filters	Cabin filter	FLT	Cabin filter Mann-Filter	Cabin filter Mann-Filter, type Standard	Cabin filter Mann-Filter (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	16.52	20.32	22.61	27.81	36.9	0			EUR/pc		0	KE-03 Kosice	On order	7 days	7	10	4	4	Boxed set	7 days	0.68	0.81	106	130	106		106x130x106 mm	Volkswagen	Golf	VI (5K)	2008	2013	Volkswagen Golf VI (5K) 2008-2013	ISO 4548	8421.23	Italy	New	24							https://cdn.aps.example/img/aps-flt-000020.jpg	https://cdn.aps.example/doc/aps-flt-000020.pdf	yes	2026-06-02
21	APS-FLU-000021	8597758841747	TRW381897		46267	TRW	TRW	AutoParts Slovakia Ltd.	Fluids	Brake fluid	FLU	Brake fluid TRW 0.5 L	Brake fluid TRW, 0.5 L, DOT 4	Brake fluid TRW, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	9.00	11.07	12.67	15.58	40.8	0		31.16	EUR/L		405	KE-03 Kosice	In stock	24 h	1	2	1	2	Film wrap	24 h	0.55	0.60	154	99	290	0.50	154x99x290 mm						Universal	DOT 4	3819.00	Spain	New	0							https://cdn.aps.example/img/aps-flu-000021.jpg	https://cdn.aps.example/doc/aps-flu-000021.pdf	yes	2026-06-02
22	APS-LGT-000022	8598005368147	PHI980284		33392	Philips	Philips	AutoParts Slovakia Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Philips	H7 bulb Philips	H7 bulb Philips. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	Set				EUR	23	4.32	5.31	6.25	7.69	44.7	15	6.54		EUR/pc		0	DC-PRG Prague	On order	10 days	10	1	2	1	Boxed set	10 days	0.36	0.41	648	53	57		648x53x57 mm	Volkswagen	Passat	B8	2014	2023	Volkswagen Passat B8 2014-2023	ECE R37/R112	8512.20	China	New	12							https://cdn.aps.example/img/aps-lgt-000022.jpg	https://cdn.aps.example/doc/aps-lgt-000022.pdf	yes	2026-06-02
23	APS-LGT-000023	8597137762342	BOS581825		85829	Bosch	Bosch	AutoParts Slovakia Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Bosch	H7 bulb Bosch	H7 bulb Bosch. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	Set				EUR	23	3.06	3.76	3.98	4.90	30.1	5	4.66		EUR/pc		13	DC-PRG Prague	In stock	24 h	1	5	2	1	Plastic container	24 h	0.27	0.34	176	56	55		176x56x55 mm	Audi	A4	B8	2007	2015	Audi A4 B8 2007-2015	ECE R37/R112	8512.20	Czechia	New	12							https://cdn.aps.example/img/aps-lgt-000023.jpg	https://cdn.aps.example/doc/aps-lgt-000023.pdf	yes	2026-06-02
24	APS-ACC-000024	8592529142986	K2596166		95499	K2	K2	AutoParts Slovakia Ltd.	Accessories	Jump leads	ACC	Jump leads K2	Jump leads K2	Jump leads K2. Quality build, easy installation, universal or model-specific design.	Design	Set				EUR	23	32.46	39.93	54.54	67.08	68.0	0			EUR/pc		37	DC-VIE Vienna	Incoming	2-3 days	3	4	4	2	Film wrap	2-3 days	0.94	1.04	331	271	265		331x271x265 mm						Universal		8708.29	Japan	New	12							https://cdn.aps.example/img/aps-acc-000024.jpg	https://cdn.aps.example/doc/aps-acc-000024.pdf	yes	2026-06-02
25	APS-FLU-000025	8590858962640	SHE394804		31806	Sheron	Sheron	AutoParts Slovakia Ltd.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L	Washer fluid Sheron, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.40	5.41	6.49	7.98	47.5	0		2.66	EUR/L		196	DC-VIE Vienna	In stock	24 h	1	4	4	2	Film wrap	24 h	3.10	3.56	147	206	215	3.00	147x206x215 mm						Universal		3819.00	China	New	0							https://cdn.aps.example/img/aps-flu-000025.jpg	https://cdn.aps.example/doc/aps-flu-000025.pdf	no	2026-06-02
26	APS-BRK-000026	8599471502981	BRE825558	OE5608835;OE9318636;OE5230112	16094	Brembo	Brembo	AutoParts Slovakia Ltd.	Braking system	Brake discs	BRK	Brake discs Brembo	Brake discs Brembo, diameter 256 mm	Brake discs by Brembo with 256 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Right		EUR	23	69.96	86.05	104.64	128.71	49.6	0			EUR/pc		408	DC-PRG Prague	In stock	24 h	1	1	1	2	Plastic container	24 h	2.75	3.11	256	256	46		256x256x46 mm	Volkswagen	Passat	B8	2014	2023	Volkswagen Passat B8 2014-2023	ECE R90	8708.30	Poland	New	24							https://cdn.aps.example/img/aps-brk-000026.jpg	https://cdn.aps.example/doc/aps-brk-000026.pdf	yes	2026-06-02
27	APS-RIM-000027	8596397927751	OE344092		49114	OE	OE	AutoParts Slovakia Ltd.	Wheels	Alloy wheel	RIM	Alloy wheel OE 6.5Jx15 4x100 ET50	Alloy wheel OE 6.5Jx15, 4x100, ET50	Alloy wheel OE, 6.5Jx15, PCD 4x100, ET50. Certified (TUV), suitable for all-year use, painted finish.	Size	6.5Jx15 4x100 ET50				EUR	23	89.30	109.84	133.66	164.40	49.7	0			EUR/pc		124	DC-VIE Vienna	In stock	24 h	1	10	1	1	Film wrap	24 h	7.80	8.61	425	425	162		425x425x162 mm						Universal	TUV / ECE	8708.70	Turkey	New	24							https://cdn.aps.example/img/aps-rim-000027.jpg	https://cdn.aps.example/doc/aps-rim-000027.pdf	yes	2026-06-02
28	APS-FLU-000028	8595634043094	MOB366475		36418	Mobil	Mobil	AutoParts Slovakia Ltd.	Fluids	Engine oil	FLU	Engine oil Mobil 10W-40 20 L	Synthetic oil Mobil 10W-40, 20 L pack	Fully synthetic engine oil Mobil 10W-40. ACEA A3/B4, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	10W-40 / 20 L				EUR	23	117.20	144.16	143.02	175.91	22.0	0		8.80	EUR/L		0	ZA-02 Zilina	On order	10 days	10	10	4	4	Boxed set	10 days	18.50	23.00	251	108	348	20.00	251x108x348 mm						Universal	ACEA A3/B4 / API SP	3819.00	Italy	New	0					10W-40	ACEA A3/B4, API SP	https://cdn.aps.example/img/aps-flu-000028.jpg	https://cdn.aps.example/doc/aps-flu-000028.pdf	yes	2026-06-02
29	APS-ACC-000029	8595923826605	K2730300		93911	K2	K2	AutoParts Slovakia Ltd.	Accessories	Jump leads	ACC	Jump leads K2	Jump leads K2, grey	Jump leads K2. Quality build, easy installation, universal or model-specific design.	Design	Universal			Grey	EUR	23	28.09	34.55	42.86	52.72	52.6	0			EUR/pc		68	BA-01 Bratislava	In stock	24 h	1	2	1	1	Film wrap	24 h	1.53	1.84	182	74	206		182x74x206 mm						Universal		8708.29	Japan	New	12							https://cdn.aps.example/img/aps-acc-000029.jpg	https://cdn.aps.example/doc/aps-acc-000029.pdf	no	2026-06-02
30	APS-FLU-000030	8599517649915	VAL735205		15999	Valvoline	Valvoline	AutoParts Slovakia Ltd.	Fluids	Engine oil	FLU	Engine oil Valvoline 15W-40 20 L	Synthetic oil Valvoline 15W-40, 20 L pack	Fully synthetic engine oil Valvoline 15W-40. ACEA A3/B4, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	15W-40 / 20 L				EUR	23	180.75	222.32	248.42	305.56	37.4	15	259.73	15.28	EUR/L		0	BA-01 Bratislava	On order	7 days	7	5	1	1	Plastic container	7 days	18.50	22.46	236	134	348	20.00	236x134x348 mm						Universal	ACEA A3/B4 / API SN	3819.00	Slovakia	New	0					15W-40	ACEA A3/B4, API SN	https://cdn.aps.example/img/aps-flu-000030.jpg	https://cdn.aps.example/doc/aps-flu-000030.pdf	yes	2026-06-02
31	APS-FLT-000031	8596083445194	BOS251413	OE1314761;OE9598487;OE4073156	99898	Bosch	Bosch	AutoParts Slovakia Ltd.	Filters	Oil filter	FLT	Oil filter Bosch	Oil filter Bosch, type Standard	Oil filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	8.98	11.05	13.72	16.88	52.8	0			EUR/pc		0	BA-01 Bratislava	On order	7 days	7	4	4	2	Box	7 days	1.08	1.21	87	145	100		87x145x100 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ISO 4548	8421.23	Italy	New	24							https://cdn.aps.example/img/aps-flt-000031.jpg	https://cdn.aps.example/doc/aps-flt-000031.pdf	yes	2026-06-02
32	APS-FLT-000032	8599684587072	MAN821869	OE8566235;OE5448999	20954	Mann-Filter	Mann-Filter	AutoParts Slovakia Ltd.	Filters	Fuel filter	FLT	Fuel filter Mann-Filter	Fuel filter Mann-Filter, type High flow	Fuel filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	18.40	22.63	25.87	31.82	40.6	5	30.23		EUR/pc		5	DC-PRG Prague	Incoming	2-3 days	3	10	1	1	Box	2-3 days	0.83	0.92	233	232	62		233x232x62 mm	BMW	3 Series	E90	2005	2012	BMW 3 Series E90 2005-2012	ISO 4548	8421.23	France	New	24							https://cdn.aps.example/img/aps-flt-000032.jpg	https://cdn.aps.example/doc/aps-flt-000032.pdf	yes	2026-06-02
33	APS-PRT-000033	8594721568649	FAG596184	OE6100161	90322	FAG	FAG	AutoParts Slovakia Ltd.	Spare parts	Wheel bearing	PRT	Wheel bearing FAG	Wheel bearing FAG	Wheel bearing FAG. Precise fitment to OE specification, proven reliability and durability.	Front axle		Front axle			EUR	23	58.06	71.41	85.16	104.75	46.7	15	89.04		EUR/pc		0	KE-03 Kosice	On order	10 days	10	1	4	1	Plastic container	10 days	1.61	1.73	217	185	249		217x185x249 mm	BMW	3 Series	E90	2005	2012	BMW 3 Series E90 2005-2012		8708.99	Czechia	New	24							https://cdn.aps.example/img/aps-prt-000033.jpg	https://cdn.aps.example/doc/aps-prt-000033.pdf	yes	2026-06-02
34	APS-BRK-000034	8591338494613	ATE857250	OE6593517;OE5033054	16973	ATE	ATE	AutoParts Slovakia Ltd.	Braking system	Brake caliper	BRK	Brake caliper ATE	Brake caliper ATE, diameter 280 mm	Brake caliper by ATE with 280 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub			EUR	23	47.05	57.87	68.93	84.78	46.5	10	76.30		EUR/pc	34.82	109	ZA-02 Zilina	In stock	24 h	1	1	2	2	Box	24 h	2.15	2.63	280	280	32		280x280x32 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ECE R90	8708.30	Poland	New	24							https://cdn.aps.example/img/aps-brk-000034.jpg	https://cdn.aps.example/doc/aps-brk-000034.pdf	no	2026-06-02
35	APS-PRT-000035	8595473953677	DEN49836	OE8228847;OE9712616;OE6815178	74388	Denso	Denso	AutoParts Slovakia Ltd.	Spare parts	Starter motor	PRT	Starter motor Denso	Starter motor Denso	Starter motor Denso. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.	Engine		Engine	Right		EUR	23	124.43	153.05	191.45	235.48	53.9	0			EUR/pc	32.70	420	ZA-02 Zilina	In stock	24 h	1	1	2	4	Plastic container	24 h	7.25	8.72	278	180	160		278x180x160 mm	Dacia	Duster	I	2010	2018	Dacia Duster I 2010-2018		8708.99	Spain	Remanufactured	24							https://cdn.aps.example/img/aps-prt-000035.jpg	https://cdn.aps.example/doc/aps-prt-000035.pdf	yes	2026-06-02
