row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_make	vehicle_model	vehicle_generation	vehicle_year_from	vehicle_year_to	vehicle_compatibility	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
12	EUD-ACC-000012	8592651750486	CEL349014		23329	Cellularline	Cellularline	EuroParts Plc.	Accessories	Phone holder	ACC	Phone holder Cellularline	Phone holder Cellularline	Phone holder Cellularline. Quality build, easy installation, universal or model-specific design.	Design	Set				EUR	23	17.64	21.70	24.07	29.61	36.5	5	28.13		EUR/pc		0	KE-03 Kosice	On order	7 days	7	2	1	4	Box	7 days	8.00	9.85	197	225	66		197x225x66 mm						Universal		8708.29	China	New	12							https://cdn.eud.example/img/eud-acc-000012.jpg	https://cdn.eud.example/doc/eud-acc-000012.pdf	no	2026-06-02
13	EUD-ACC-000013	8590378560333	KEG612945		84278	Kegel	Kegel	EuroParts Plc.	Accessories	Seat covers (set)	ACC	Seat covers (set) Kegel	Seat covers (set) Kegel	Seat covers (set) Kegel. Quality build, easy installation, universal or model-specific design.	Design	Universal				EUR	23	34.28	42.16	53.99	66.41	57.5	10	59.77		EUR/pc		184	DC-PRG Prague	In stock	24 h	1	10	1	1	Boxed set	24 h	6.56	7.24	299	374	26		299x374x26 mm						Universal		8708.29	Poland	New	12							https://cdn.eud.example/img/eud-acc-000013.jpg	https://cdn.eud.example/doc/eud-acc-000013.pdf	yes	2026-06-02
14	EUD-FLU-000014	8599111270119	SHE168624		95898	Sheron	Sheron	EuroParts Plc.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L	Washer fluid Sheron, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	7.86	9.67	10.35	12.73	31.7	0		4.24	EUR/L		73	KE-03 Kosice	In stock	24 h	1	2	2	1	Boxed set	24 h	3.24	3.45	235	192	389	3.00	235x192x389 mm						Universal		3819.00	Turkey	New	0							https://cdn.eud.example/img/eud-flu-000014.jpg	https://cdn.eud.example/doc/eud-flu-000014.pdf	yes	2026-06-02
15	EUD-FLT-000015	8592465242986	MAH791334	OE2468864;OE4606410	64434	Mahle	Mahle	EuroParts Plc.	Filters	Air filter	FLT	Air filter Mahle	Air filter Mahle, type Activated carbon	Air filter Mahle (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	26.65	32.78	41.25	50.74	54.8	10	45.67		EUR/pc		0	KE-03 Kosice	On order	10 days	10	10	1	1	Plastic container	10 days	0.43	0.54	63	121	112		63x121x112 mm	Skoda	Superb	II (3T)	2008	2015	Skoda Superb II (3T) 2008-2015	ISO 4548	8421.23	China	New	24							https://cdn.eud.example/img/eud-flt-000015.jpg	https://cdn.eud.example/doc/eud-flt-000015.pdf	no	2026-06-02
16	EUD-ACC-000016	8590346333884	PET929878		18273	Petex	Petex	EuroParts Plc.	Accessories	Textile mats (set)	ACC	Textile mats (set) Petex	Textile mats (set) Petex	Textile mats (set) Petex. Quality build, easy installation, universal or model-specific design.	Design	Standard				EUR	23	30.11	37.04	50.26	61.82	66.9	10	55.64		EUR/pc		388	ZA-02 Zilina	In stock	24 h	1	10	2	1	Boxed set	24 h	4.07	4.55	177	167	263		177x167x263 mm						Universal		8708.29	Poland	New	12							https://cdn.eud.example/img/eud-acc-000016.jpg	https://cdn.eud.example/doc/eud-acc-000016.pdf	yes	2026-06-02
17	EUD-FLT-000017	8597049468974	BOS653986	OE8845595;OE3903394	55275	Bosch	Bosch	EuroParts Plc.	Filters	Oil filter	FLT	Oil filter Bosch	Oil filter Bosch, type High flow	Oil filter Bosch (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	9.59	11.80	14.68	18.06	53.1	10	16.25		EUR/pc		145	DC-VIE Vienna	In stock	24 h	1	5	1	1	Box	24 h	0.77	0.94	111	229	64		111x229x64 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ISO 4548	8421.23	Czechia	New	24							https://cdn.eud.example/img/eud-flt-000017.jpg	https://cdn.eud.example/doc/eud-flt-000017.pdf	no	2026-06-02
18	EUD-TYR-000018	8595344042790	BRI475514		18408	Bridgestone	Bridgestone	EuroParts Plc.	Tires	All-season tire	TYR	Bridgestone 185/60 R18 90W all-season	All-season tire Bridgestone 185/60 R18 90W	All-season tire Bridgestone 185/60 R18, load index 90, speed rating W. EU label: fuel B, wet grip A, noise 68 dB.	Size	185/60 R18 90W				EUR	23	93.82	115.40	119.28	146.71	27.1	5	139.37		EUR/pc		311	BA-01 Bratislava	In stock	24 h	1	5	1	4	Blister	24 h	12.10	14.78	550	185	185		550x185x185 mm						Universal	ECE R30	4011.10	Turkey	New	24	All-season	B	A	68			https://cdn.eud.example/img/eud-tyr-000018.jpg	https://cdn.eud.example/doc/eud-tyr-000018.pdf	yes	2026-06-02
19	EUD-BRK-000019	8596444060189	ATE206558	OE8994613	16592	ATE	ATE	EuroParts Plc.	Braking system	Brake discs	BRK	Brake discs ATE	Brake discs ATE, diameter 300 mm	Brake discs by ATE with 300 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Right		EUR	23	25.79	31.72	35.74	43.96	38.6	0			EUR/pc		25	KE-03 Kosice	In stock	24 h	1	1	4	1	Film wrap	24 h	1.14	1.36	300	300	71		300x300x71 mm	Skoda	Octavia	III (5E)	2013	2020	Skoda Octavia III (5E) 2013-2020	ECE R90	8708.30	Slovakia	New	24							https://cdn.eud.example/img/eud-brk-000019.jpg	https://cdn.eud.example/doc/eud-brk-000019.pdf	yes	2026-06-02
20	EUD-TYR-000020	8594110791702	CON182656		55981	Continental	Continental	EuroParts Plc.	Tires	Winter tire	TYR	Continental 225/55 R16 95T winter	Winter tire Continental 225/55 R16 95T	Winter tire Continental 225/55 R16, load index 95, speed rating T. EU label: fuel E, wet grip A, noise 69 dB.	Size	225/55 R16 95T				EUR	23	56.31	69.26	73.99	91.01	31.4	0			EUR/pc		269	DC-VIE Vienna	In stock	24 h	1	4	1	1	Boxed set	24 h	10.50	11.97	500	225	225		500x225x225 mm						Universal	ECE R30	4011.10	Slovakia	New	24	Winter	E	A	69			https://cdn.eud.example/img/eud-tyr-000020.jpg	https://cdn.eud.example/doc/eud-tyr-000020.pdf	yes	2026-06-02
21	EUD-PRT-000021	8593997226451	GAT641953	OE8016192	74015	Gates	Gates	EuroParts Plc.	Spare parts	Timing belt kit	PRT	Timing belt kit Gates	Timing belt kit Gates	Timing belt kit Gates. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine	Right		EUR	23	152.49	187.56	211.60	260.27	38.8	0			EUR/pc		84	KE-03 Kosice	In stock	24 h	1	1	1	4	Boxed set	24 h	10.42	11.27	150	92	229		150x92x229 mm	Volkswagen	Golf	VI (5K)	2008	2013	Volkswagen Golf VI (5K) 2008-2013		8708.99	Japan	New	24							https://cdn.eud.example/img/eud-prt-000021.jpg	https://cdn.eud.example/doc/eud-prt-000021.pdf	yes	2026-06-02
22	EUD-PRT-000022	8599302636984	BER22595	OE7808221;OE9179378;OE8881367	35219	Beru	Beru	EuroParts Plc.	Spare parts	Ignition coil	PRT	Ignition coil Beru	Ignition coil Beru	Ignition coil Beru. Precise fitment to OE specification, proven reliability and durability.	Rear axle		Rear axle	Right		EUR	23	48.94	60.20	65.12	80.10	33.1	0			EUR/pc		83	ZA-02 Zilina	In stock	24 h	1	2	1	1	Boxed set	24 h	6.14	6.55	181	266	85		181x266x85 mm	Volkswagen	Golf	VI (5K)	2008	2013	Volkswagen Golf VI (5K) 2008-2013		8708.99	China	New	24							https://cdn.eud.example/img/eud-prt-000022.jpg	https://cdn.eud.example/doc/eud-prt-000022.pdf	no	2026-06-02
23	EUD-BRK-000023	8590591499205	CIF584139	OE5195604;OE4217945;OE2565503	73174	Cifam	Cifam	EuroParts Plc.	Braking system	Brake caliper	BRK	Brake caliper Cifam	Brake caliper Cifam, diameter 280 mm	Brake caliper by Cifam with 280 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub	Left		EUR	23	59.06	72.64	78.40	96.43	32.7	0			EUR/pc	57.59	308	ZA-02 Zilina	In stock	24 h	1	10	1	1	Plastic container	24 h	5.85	7.08	280	280	86		280x280x86 mm	Skoda	Octavia	II (1Z)	2004	2013	Skoda Octavia II (1Z) 2004-2013	ECE R90	8708.30	Germany	New	24							https://cdn.eud.example/img/eud-brk-000023.jpg	https://cdn.eud.example/doc/eud-brk-000023.pdf	no	2026-06-02
24	EUD-PRT-000024	8593999202644	VAL205559	OE2654510;OE1741814	40512	Valeo	Valeo	EuroParts Plc.	Spare parts	Starter motor	PRT	Starter motor Valeo	Starter motor Valeo	Starter motor Valeo. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.	Front axle		Front axle	Set		EUR	23	120.44	148.14	184.65	227.12	53.3	5	215.76		EUR/pc	80.47	195	ZA-02 Zilina	In stock	24 h	1	10	1	4	Blister	24 h	1.11	1.27	363	122	185		363x122x185 mm	Ford	Focus	III	2010	2018	Ford Focus III 2010-2018		8708.99	China	Remanufactured	24							https://cdn.eud.example/img/eud-prt-000024.jpg	https://cdn.eud.example/doc/eud-prt-000024.pdf	no	2026-06-02
25	EUD-PRT-000025	8596796137720	SNR848886	OE3465833;OE5630072;OE4216890	74073	SNR	SNR	EuroParts Plc.	Spare parts	Wheel bearing	PRT	Wheel bearing SNR	Wheel bearing SNR	Wheel bearing SNR. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine	Set		EUR	23	46.89	57.67	64.31	79.10	37.2	0			EUR/pc		372	ZA-02 Zilina	In stock	24 h	1	2	1	1	Blister	24 h	11.84	12.98	117	283	110		117x283x110 mm	Volkswagen	Golf	VII	2012	2020	Volkswagen Golf VII 2012-2020		8708.99	Japan	New	24							https://cdn.eud.example/img/eud-prt-000025.jpg	https://cdn.eud.example/doc/eud-prt-000025.pdf	no	2026-06-02
26	EUD-FLT-000026	8591901094639	MAH178035	OE2469633;OE8582790	33098	Mahle	Mahle	EuroParts Plc.	Filters	Cabin filter	FLT	Cabin filter Mahle	Cabin filter Mahle, type High flow	Cabin filter Mahle (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	9.61	11.82	14.93	18.36	55.4	0			EUR/pc		43	KE-03 Kosice	In stock	24 h	1	4	1	1	Blister	24 h	0.21	0.26	117	90	63		117x90x63 mm	BMW	3 Series	E90	2005	2012	BMW 3 Series E90 2005-2012	ISO 4548	8421.23	Spain	New	24							https://cdn.eud.example/img/eud-flt-000026.jpg	https://cdn.eud.example/doc/eud-flt-000026.pdf	yes	2026-06-02
27	EUD-FLU-000027	8597610756103	LIQ909213		56573	Liqui Moly	Liqui Moly	EuroParts Plc.	Fluids	AdBlue	FLU	AdBlue Liqui Moly 10 L	AdBlue Liqui Moly, 10 L, ISO 22241	AdBlue Liqui Moly, ISO 22241 standard, 10 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	10 L				EUR	23	15.73	19.35	20.09	24.71	27.7	5	23.47	2.47	EUR/L		0	DC-PRG Prague	On order	10 days	10	1	1	2	Plastic container	10 days	10.05	10.98	130	94	225	10.00	130x94x225 mm						Universal	ISO 22241	3819.00	Slovakia	New	0							https://cdn.eud.example/img/eud-flu-000027.jpg	https://cdn.eud.example/doc/eud-flu-000027.pdf	no	2026-06-02
28	EUD-BRK-000028	8595896434098	BOS151452	OE4748609	97290	Bosch	Bosch	EuroParts Plc.	Braking system	Brake discs	BRK	Brake discs Bosch	Brake discs Bosch, diameter 300 mm	Brake discs by Bosch with 300 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle	Left		EUR	23	55.74	68.56	73.23	90.07	31.4	0			EUR/pc		0	KE-03 Kosice	On order	14 days	14	1	1	2	Boxed set	14 days	6.41	7.48	300	300	56		300x300x56 mm	Opel	Insignia	A	2008	2017	Opel Insignia A 2008-2017	ECE R90	8708.30	Poland	New	24							https://cdn.eud.example/img/eud-brk-000028.jpg	https://cdn.eud.example/doc/eud-brk-000028.pdf	yes	2026-06-02
29	EUD-ACC-000029	8590962300291	PET544491		11114	Petex	Petex	EuroParts Plc.	Accessories	Textile mats (set)	ACC	Textile mats (set) Petex	Textile mats (set) Petex, grey	Textile mats (set) Petex. Quality build, easy installation, universal or model-specific design.	Design	Grey			Grey	EUR	23	14.81	18.22	22.34	27.48	50.8	0			EUR/pc		0	DC-PRG Prague	On order	7 days	7	2	1	1	Blister	7 days	1.76	2.13	252	365	229		252x365x229 mm						Universal		8708.29	Turkey	New	12							https://cdn.eud.example/img/eud-acc-000029.jpg	https://cdn.eud.example/doc/eud-acc-000029.pdf	yes	2026-06-02
30	EUD-FLT-000030	8592015569358	MAH482130	OE9832758;OE5692631	93773	Mahle	Mahle	EuroParts Plc.	Filters	Fuel filter	FLT	Fuel filter Mahle	Fuel filter Mahle, type Standard	Fuel filter Mahle (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	9.28	11.41	13.02	16.01	40.3	0			EUR/pc		279	DC-PRG Prague	In stock	24 h	1	1	1	4	Plastic container	24 h	1.08	1.13	64	146	61		64x146x61 mm	BMW	5 Series	F10	2010	2017	BMW 5 Series F10 2010-2017	ISO 4548	8421.23	France	New	24							https://cdn.eud.example/img/eud-flt-000030.jpg	https://cdn.eud.example/doc/eud-flt-000030.pdf	yes	2026-06-02
31	EUD-TYR-000031	8594653690807	BAR737446		49134	Barum	Barum	EuroParts Plc.	Tires	Winter tire	TYR	Barum 225/65 R17 91H winter	Winter tire Barum 225/65 R17 91H	Winter tire Barum 225/65 R17, load index 91, speed rating H. EU label: fuel E, wet grip C, noise 73 dB.	Size	225/65 R17 91H				EUR	23	126.11	155.12	157.44	193.65	24.8	5	183.97		EUR/pc		0	DC-PRG Prague	On order	7 days	7	1	1	1	Blister	7 days	8.90	9.87	525	225	225		525x225x225 mm						Universal	ECE R30	4011.10	Slovakia	New	24	Winter	E	C	73			https://cdn.eud.example/img/eud-tyr-000031.jpg	https://cdn.eud.example/doc/eud-tyr-000031.pdf	yes	2026-06-02
32	EUD-BRK-000032	8592105623540	TRW501687	OE4425684	54577	TRW	TRW	EuroParts Plc.	Braking system	Brake caliper	BRK	Brake caliper TRW	Brake caliper TRW, diameter 288 mm	Brake caliper by TRW with 288 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub			EUR	23	74.45	91.57	105.04	129.20	41.1	15	109.82		EUR/pc	40.88	0	DC-PRG Prague	On order	14 days	14	10	4	4	Blister	14 days	6.21	7.23	288	288	77		288x288x77 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	ECE R90	8708.30	Czechia	New	24							https://cdn.eud.example/img/eud-brk-000032.jpg	https://cdn.eud.example/doc/eud-brk-000032.pdf	no	2026-06-02
33	EUD-FLT-000033	8598481033911	MAN602859	OE1319975;OE4194860;OE8929204	29460	Mann-Filter	Mann-Filter	EuroParts Plc.	Filters	Cabin filter	FLT	Cabin filter Mann-Filter	Cabin filter Mann-Filter, type Activated carbon	Cabin filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	7.48	9.20	11.30	13.90	51.1	5	13.21		EUR/pc		37	ZA-02 Zilina	Incoming	2-3 days	3	10	2	4	Plastic container	2-3 days	0.25	0.27	290	228	73		290x228x73 mm	Dacia	Duster	I	2010	2018	Dacia Duster I 2010-2018	ISO 4548	8421.23	China	New	24							https://cdn.eud.example/img/eud-flt-000033.jpg	https://cdn.eud.example/doc/eud-flt-000033.pdf	yes	2026-06-02
34	EUD-PRT-000034	8591014101101	NGK512101	OE9227691;OE8132361	15262	NGK	NGK	EuroParts Plc.	Spare parts	Ignition coil	PRT	Ignition coil NGK	Ignition coil NGK	Ignition coil NGK. Precise fitment to OE specification, proven reliability and durability.	Front axle		Front axle			EUR	23	45.10	55.47	62.05	76.32	37.6	0			EUR/pc		0	DC-VIE Vienna	On order	7 days	7	1	2	1	Boxed set	7 days	7.15	8.50	208	128	199		208x128x199 mm	Volkswagen	Passat	B8	2014	2023	Volkswagen Passat B8 2014-2023		8708.99	France	New	24							https://cdn.eud.example/img/eud-prt-000034.jpg	https://cdn.eud.example/doc/eud-prt-000034.pdf	yes	2026-06-02
35	EUD-BRK-000035	8599890604273	BRE224631	OE6240920	39248	Brembo	Brembo	EuroParts Plc.	Braking system	Brake pads	BRK	Brake pads Brembo	Brake pads Brembo, diameter 330 mm	Brake pads by Brembo with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle			EUR	23	35.71	43.92	50.78	62.46	42.2	5	59.34		EUR/pc		0	ZA-02 Zilina	On order	10 days	10	4	2	1	Film wrap	10 days	9.44	10.62	330	330	70		330x330x70 mm	Dacia	Duster	I	2010	2018	Dacia Duster I 2010-2018	ECE R90	8708.30	Czechia	New	24							https://cdn.eud.example/img/eud-brk-000035.jpg	https://cdn.eud.example/doc/eud-brk-000035.pdf	yes	2026-06-02
36	EUD-LGT-000036	8596418196357	BOS969196		85475	Bosch	Bosch	EuroParts Plc.	Lighting & visibility	H7 bulb	LGT	H7 bulb Bosch	H7 bulb Bosch	H7 bulb Bosch. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	Set				EUR	23	2.12	2.61	3.05	3.75	43.9	5	3.56		EUR/pc		27	KE-03 Kosice	Incoming	2-3 days	3	10	1	1	Blister	2-3 days	0.63	0.71	425	42	32		425x42x32 mm	Opel	Insignia	A	2008	2017	Opel Insignia A 2008-2017	ECE R37/R112	8512.20	Spain	New	12							https://cdn.eud.example/img/eud-lgt-000036.jpg	https://cdn.eud.example/doc/eud-lgt-000036.pdf	yes	2026-06-02
