row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_compatibility	year_from	year_to	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
15	FLC-FLU-000015	8592225717617	LIQ929224		81864	Liqui Moly	Liqui Moly	FilterCentrum s.r.o.	Fluids	Coolant	FLU	Coolant Liqui Moly 1.5 L	Coolant Liqui Moly, 1.5 L, G12++	Coolant Liqui Moly, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	17.60	21.65	24.34	29.94	38.3	0		19.96	€/L		243	ZA-02 Zilina	In stock	24 h	1	1	2	2	Film wrap	24 h	1.57	1.78	155	208	338	1.50	155x208x338 mm	Universal			G12++	3819.00	Czechia	New	0							https://cdn.flc.example/img/flc-flu-000015.jpg	https://cdn.flc.example/doc/flc-flu-000015.pdf	yes	2026-06-02
16	FLC-ACC-000016	8594964890057	KON941643		28051	Konig	Konig	FilterCentrum s.r.o.	Accessories	Snow chains	ACC	Snow chains Konig	Snow chains Konig, black	Snow chains Konig. Quality build, easy installation, universal or model-specific design.	Design	Black			Black	EUR	23	96.83	119.10	147.96	181.99	52.8	0			€/pc		0	DC-VIE Vienna	On order	14 days	14	4	4	1	Blister	14 days	1.56	1.86	600	142	273		600x142x273 mm	Universal				8708.29	Germany	New	12							https://cdn.flc.example/img/flc-acc-000016.jpg	https://cdn.flc.example/doc/flc-acc-000016.pdf	yes	2026-06-02
17	FLC-FLT-000017	8591699372292	BOS129484	OE5850900	50338	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Bosch	Air filter Bosch, type Activated carbon	Air filter Bosch (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	20.69	25.45	29.06	35.74	40.5	15	30.38		€/pc		0	BA-01 Bratislava	On order	7 days	7	2	4	1	Boxed set	7 days	0.77	0.84	130	198	81		130x198x81 mm	Volkswagen Passat B7 2010–2014	2010	2014	ISO 4548	8421.23	France	New	24							https://cdn.flc.example/img/flc-flt-000017.jpg	https://cdn.flc.example/doc/flc-flt-000017.pdf	yes	2026-06-02
18	FLC-FLU-000018	8594729009199	TRW295662		16146	TRW	TRW	FilterCentrum s.r.o.	Fluids	Brake fluid	FLU	Brake fluid TRW 0.5 L	Brake fluid TRW, 0.5 L, DOT 4	Brake fluid TRW, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	7.94	9.77	11.70	14.39	47.4	0		28.78	€/L		0	BA-01 Bratislava	On order	10 days	10	1	2	4	Box	10 days	0.54	0.60	158	219	349	0.50	158x219x349 mm	Universal			DOT 4	3819.00	Slovakia	New	0							https://cdn.flc.example/img/flc-flu-000018.jpg	https://cdn.flc.example/doc/flc-flu-000018.pdf	no	2026-06-02
19	FLC-PRT-000019	8591065127716	FAG481437	OE7054406;OE5447413	98073	FAG	FAG	FilterCentrum s.r.o.	Spare parts	Wheel bearing	PRT	Wheel bearing FAG	Wheel bearing FAG	Wheel bearing FAG. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine			EUR	23	24.91	30.64	35.91	44.17	44.2	5	41.96		€/pc		0	ZA-02 Zilina	On order	14 days	14	1	1	1	Film wrap	14 days	1.93	2.24	149	195	127		149x195x127 mm	Volkswagen Passat B8 2014–2023	2014	2023		8708.99	China	New	24							https://cdn.flc.example/img/flc-prt-000019.jpg	https://cdn.flc.example/doc/flc-prt-000019.pdf	no	2026-06-02
20	FLC-FLT-000020	8599311794439	MAN21700	OE4286230;OE4558654	75602	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Mann-Filter	Oil filter Mann-Filter, type High flow	Oil filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	12.95	15.93	19.69	24.22	52.0	0			€/pc		93	DC-VIE Vienna	In stock	24 h	1	1	4	1	Box	24 h	1.23	1.41	263	140	117		263x140x117 mm	Toyota Corolla E170 2013–2019	2013	2019	ISO 4548	8421.23	Germany	New	24							https://cdn.flc.example/img/flc-flt-000020.jpg	https://cdn.flc.example/doc/flc-flt-000020.pdf	yes	2026-06-02
21	FLC-FLT-000021	8595021810322	MAN184863	OE1711956;OE2522781	25287	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Mann-Filter	Oil filter Mann-Filter, type Activated carbon	Oil filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	9.83	12.09	15.69	19.30	59.6	0			€/pc		39	BA-01 Bratislava	In stock	24 h	1	1	4	4	Plastic container	24 h	0.15	0.16	260	227	73		260x227x73 mm	Audi A6 C7 2011–2018	2011	2018	ISO 4548	8421.23	Czechia	New	24							https://cdn.flc.example/img/flc-flt-000021.jpg	https://cdn.flc.example/doc/flc-flt-000021.pdf	yes	2026-06-02
22	FLC-BRK-000022	8596634968950	FER939028	OE5573828;OE4554699;OE4417257	40792	Ferodo	Ferodo	FilterCentrum s.r.o.	Braking system	Brake pads	BRK	Brake pads Ferodo	Brake pads Ferodo, diameter 330 mm	Brake pads by Ferodo with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle			EUR	23	57.61	70.86	86.90	106.89	50.8	15	90.86		€/pc		235	DC-VIE Vienna	In stock	24 h	1	5	4	1	Boxed set	24 h	2.06	2.29	330	330	64		330x330x64 mm	Ford Mondeo IV 2007–2014	2007	2014	ECE R90	8708.30	France	New	24							https://cdn.flc.example/img/flc-brk-000022.jpg	https://cdn.flc.example/doc/flc-brk-000022.pdf	yes	2026-06-02
23	FLC-FLT-000023	8592015611002	MAN624713	OE1278669;OE1226811	27007	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Mann-Filter	Fuel filter Mann-Filter, type Standard	Fuel filter Mann-Filter (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	32.92	40.49	52.25	64.27	58.7	0			€/pc		428	DC-VIE Vienna	In stock	24 h	1	10	2	1	Film wrap	24 h	0.37	0.41	202	183	38		202x183x38 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ISO 4548	8421.23	Czechia	New	24							https://cdn.flc.example/img/flc-flt-000023.jpg	https://cdn.flc.example/doc/flc-flt-000023.pdf	yes	2026-06-02
24	FLC-FLU-000024	8594851757135	FEB410927		29521	Febi	Febi	FilterCentrum s.r.o.	Fluids	Coolant	FLU	Coolant Febi 1.5 L	Coolant Febi, 1.5 L, G12++	Coolant Febi, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	8.89	10.93	12.28	15.10	38.1	0		10.07	€/L		416	KE-03 Kosice	In stock	24 h	1	5	2	1	Blister	24 h	1.53	1.80	246	98	185	1.50	246x98x185 mm	Universal			G12++	3819.00	Germany	New	0							https://cdn.flc.example/img/flc-flu-000024.jpg	https://cdn.flc.example/doc/flc-flu-000024.pdf	yes	2026-06-02
25	FLC-FLT-000025	8596574410342	MAN62898	OE8515360	28206	Mann-Filter	Mann-Filter	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Mann-Filter	Air filter Mann-Filter, type High flow	Air filter Mann-Filter (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	12.37	15.22	17.92	22.04	44.9	5	20.94		€/pc		0	KE-03 Kosice	On order	10 days	10	5	4	2	Boxed set	10 days	0.28	0.35	207	211	71		207x211x71 mm	Opel Astra J 2009–2015	2009	2015	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-000025.jpg	https://cdn.flc.example/doc/flc-flt-000025.pdf	yes	2026-06-02
26	FLC-FLT-000026	8592988014053	MAH516892	OE7784240;OE7121807;OE8574262	53103	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Oil filter	FLT	Oil filter Mahle	Oil filter Mahle, type High flow	Oil filter Mahle (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	11.03	13.57	16.43	20.21	49.0	15	17.18		€/pc		387	BA-01 Bratislava	In stock	24 h	1	5	1	1	Plastic container	24 h	0.94	1.05	257	83	119		257x83x119 mm	Ford Focus III 2010–2018	2010	2018	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-000026.jpg	https://cdn.flc.example/doc/flc-flt-000026.pdf	yes	2026-06-02
27	FLC-FLT-000027	8597885182126	BOS555776	OE5540151;OE8286700;OE9287517	49578	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Bosch	Air filter Bosch, type High flow	Air filter Bosch (High flow). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	High flow				EUR	23	26.06	32.05	40.56	49.89	55.6	0			€/pc		0	KE-03 Kosice	On order	7 days	7	10	1	1	Blister	7 days	1.14	1.40	216	155	107		216x155x107 mm	Škoda Superb II (3T) 2008–2015	2008	2015	ISO 4548	8421.23	Poland	New	24							https://cdn.flc.example/img/flc-flt-000027.jpg	https://cdn.flc.example/doc/flc-flt-000027.pdf	yes	2026-06-02
28	FLC-PRT-000028	8592298619412	SKF359809	OE2447517	29065	SKF	SKF	FilterCentrum s.r.o.	Spare parts	Water pump	PRT	Water pump SKF	Water pump SKF	Water pump SKF. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine	Left		EUR	23	34.63	42.59	50.92	62.63	47.0	0			€/pc		407	ZA-02 Zilina	In stock	24 h	1	1	4	2	Plastic container	24 h	10.69	12.60	233	137	231		233x137x231 mm	Audi A6 C7 2011–2018	2011	2018		8708.99	Turkey	New	24							https://cdn.flc.example/img/flc-prt-000028.jpg	https://cdn.flc.example/doc/flc-prt-000028.pdf	yes	2026-06-02
29	FLC-BRK-000029	8594553886652	FEB682022	OE6060396;OE6194234;OE1999187	68394	Febi	Febi	FilterCentrum s.r.o.	Braking system	Brake shoes	BRK	Brake shoes Febi	Brake shoes Febi, diameter 312 mm	Brake shoes by Febi with 312 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Rear axle		Rear axle	Left		EUR	23	39.47	48.55	57.16	70.31	44.8	5	66.79		€/pc		0	DC-VIE Vienna	On order	14 days	14	4	2	1	Boxed set	14 days	4.60	5.33	312	312	68		312x312x68 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ECE R90	8708.30	Italy	New	24							https://cdn.flc.example/img/flc-brk-000029.jpg	https://cdn.flc.example/doc/flc-brk-000029.pdf	no	2026-06-02
30	FLC-FLU-000030	8592574772817	ATE579370		86772	ATE	ATE	FilterCentrum s.r.o.	Fluids	Brake fluid	FLU	Brake fluid ATE 0.5 L	Brake fluid ATE, 0.5 L, DOT 4	Brake fluid ATE, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	5.27	6.48	7.05	8.67	33.8	5	8.24	17.34	€/L		0	KE-03 Kosice	On order	14 days	14	1	1	1	Box	14 days	0.51	0.60	233	184	174	0.50	233x184x174 mm	Universal			DOT 4	3819.00	Japan	New	0							https://cdn.flc.example/img/flc-flu-000030.jpg	https://cdn.flc.example/doc/flc-flu-000030.pdf	yes	2026-06-02
31	FLC-FLT-000031	8593636888750	MAH756132	OE7356095;OE3530772	13516	Mahle	Mahle	FilterCentrum s.r.o.	Filters	Air filter	FLT	Air filter Mahle	Air filter Mahle, type Standard	Air filter Mahle (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	16.80	20.66	24.61	30.27	46.5	0			€/pc		293	KE-03 Kosice	In stock	24 h	1	10	2	1	Blister	24 h	0.46	0.52	226	108	89		226x108x89 mm	Peugeot 308 II 2013–2021	2013	2021	ISO 4548	8421.23	China	New	24							https://cdn.flc.example/img/flc-flt-000031.jpg	https://cdn.flc.example/doc/flc-flt-000031.pdf	yes	2026-06-02
32	FLC-FLT-000032	8596753983438	BOS762306	OE5694069;OE8001201;OE3575754	30548	Bosch	Bosch	FilterCentrum s.r.o.	Filters	Fuel filter	FLT	Fuel filter Bosch	Fuel filter Bosch, type Standard	Fuel filter Bosch (Standard). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Standard				EUR	23	28.22	34.71	39.59	48.70	40.3	0			€/pc		17	DC-PRG Prague	In stock	24 h	1	1	2	1	Boxed set	24 h	0.48	0.60	139	200	101		139x200x101 mm	Ford Focus III 2010–2018	2010	2018	ISO 4548	8421.23	Japan	New	24							https://cdn.flc.example/img/flc-flt-000032.jpg	https://cdn.flc.example/doc/flc-flt-000032.pdf	yes	2026-06-02
33	FLC-BRK-000033	8594701604671	ZIM941477	OE7348566;OE3479420;OE2169775	19174	Zimmermann	Zimmermann	FilterCentrum s.r.o.	Braking system	Brake discs	BRK	Brake discs Zimmermann	Brake discs Zimmermann, diameter 300 mm	Brake discs by Zimmermann with 300 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Front/Rear axle		Front/Rear axle			EUR	23	19.93	24.51	26.24	32.28	31.7	0			€/pc		0	DC-PRG Prague	On order	14 days	14	1	2	4	Boxed set	14 days	2.71	3.20	300	300	28		300x300x28 mm	Audi A6 C7 2011–2018	2011	2018	ECE R90	8708.30	Slovakia	New	24							https://cdn.flc.example/img/flc-brk-000033.jpg	https://cdn.flc.example/doc/flc-brk-000033.pdf	yes	2026-06-02
34	FLC-TYR-000034	8597935550738	CON863898		35901	Continental	Continental	FilterCentrum s.r.o.	Tires	Summer tire	TYR	Continental 215/65 R18 96W summer	Summer tire Continental 215/65 R18 96W	Summer tire Continental 215/65 R18, load index 96, speed rating W. EU label: fuel B, wet grip C, noise 71 dB.	Size	215/65 R18 96W				EUR	23	71.52	87.97	88.59	108.97	23.9	15	92.62		€/pc		0	ZA-02 Zilina	On order	7 days	7	2	4	1	Film wrap	7 days	11.00	12.24	550	215	215		550x215x215 mm	Universal			ECE R30	4011.10	China	New	24	Summer	B	C	71			https://cdn.flc.example/img/flc-tyr-000034.jpg	https://cdn.flc.example/doc/flc-tyr-000034.pdf	yes	2026-06-02
35	FLC-PRT-000035	8596140351208	DEN920324	OE6823550;OE5367610	99132	Denso	Denso	FilterCentrum s.r.o.	Spare parts	Alternator	PRT	Alternator Denso	Alternator Denso	Alternator Denso. Precise fitment to OE specification, proven reliability and durability. Remanufactured part with refundable core deposit.	Rear axle		Rear axle	Right		EUR	23	248.99	306.26	355.69	437.50	42.9	5	415.62		€/pc	54.46	170	BA-01 Bratislava	In stock	24 h	1	4	4	1	Box	24 h	4.52	5.21	310	270	240		310x270x240 mm	Kia Ceed II (JD) 2012–2018	2012	2018		8708.99	Spain	Remanufactured	24							https://cdn.flc.example/img/flc-prt-000035.jpg	https://cdn.flc.example/doc/flc-prt-000035.pdf	yes	2026-06-02
36	FLC-FLU-000036	8594507914301	CAS220030		13022	Castrol	Castrol	FilterCentrum s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 10W-40 4 L	Synthetic oil Castrol 10W-40, 4 L pack	Fully synthetic engine oil Castrol 10W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	10W-40 / 4 L				EUR	23	29.36	36.11	41.53	51.08	41.5	0		12.77	€/L		164	DC-PRG Prague	In stock	24 h	1	1	1	4	Box	24 h	3.80	4.24	297	122	323	4.00	297x122x323 mm	Universal			ACEA C3 / API SP	3819.00	China	New	0					10W-40	ACEA C3, API SP	https://cdn.flc.example/img/flc-flu-000036.jpg	https://cdn.flc.example/doc/flc-flu-000036.pdf	no	2026-06-02
