riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
11	CST-ACC-000011	8597796035436	BOT161997		52131	Bottari	Bottari	CarStyle s.r.o.	Autodoplnky	Štartovacie káble	ACC	Štartovacie káble Bottari	Štartovacie káble Bottari, béžová	Štartovacie káble Bottari. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Béžová	EUR	23	33.81	41.59	54.79	67.39	62.1	0			€/ks		292	ZA-02 Žilina	Skladom	24 h	1	1	2	1	Blister	24 h	2.88	3.20	502	82	144		502x82x144 mm	Univerzálne				8708.29	Taliansko	Nový	12							https://cdn.cst.sk/img/cst-acc-000011.jpg	https://cdn.cst.sk/doc/cst-acc-000011.pdf	áno	2026-06-02
12	CST-RIM-000012	8594670395679	OE988396		93980	OE	OE	CarStyle s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk OE 7.5Jx16 4x100 ET35	Hliníkový disk OE 7.5Jx16, 4x100, ET35	Hliníkový disk OE, 7.5Jx16, rozteč 4x100, ET35. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	7.5Jx16 4x100 ET35				EUR	23	66.46	81.75	95.64	117.64	43.9	15	99.99		€/ks		140	DC-WIEN Viedeň	Skladom	24 h	1	5	1	1	Kartón	24 h	9.80	11.40	450	450	187		450x450x187 mm	Univerzálne			TÜV / ECE	8708.70	Japonsko	Nový	24							https://cdn.cst.sk/img/cst-rim-000012.jpg	https://cdn.cst.sk/doc/cst-rim-000012.pdf	áno	2026-06-02
13	CST-PRT-000013	8592504820168	KYB144043	OE5391515;OE5135862;OE5784016	50966	KYB	KYB	CarStyle s.r.o.	Náhradné diely	Tlmič pruženia	PRT	Tlmič pruženia KYB	Tlmič pruženia KYB	Tlmič pruženia KYB. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Sada		EUR	23	122.35	150.49	161.09	198.14	31.7	15	168.42		€/ks		448	DC-PRG Praha	Skladom	24 h	1	1	2	1	Sada v krabici	24 h	5.15	5.90	301	260	234		301x260x234 mm	Kia Ceed II (JD) 2012–2018	2012	2018		8708.99	Nemecko	Nový	24							https://cdn.cst.sk/img/cst-prt-000013.jpg	https://cdn.cst.sk/doc/cst-prt-000013.pdf	nie	2026-06-02
14	CST-ACC-000014	8597465984959	PET287691		19805	Petex	Petex	CarStyle s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Petex	Autopoťahy (sada) Petex, sivá	Autopoťahy (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sivá			Sivá	EUR	23	82.17	101.07	132.62	163.12	61.4	0			€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	1	4	2	Sada v krabici	10 dní	8.94	11.14	378	311	256		378x311x256 mm	Univerzálne				8708.29	Taliansko	Nový	12							https://cdn.cst.sk/img/cst-acc-000014.jpg	https://cdn.cst.sk/doc/cst-acc-000014.pdf	nie	2026-06-02
15	CST-LGT-000015	8592026996716	PHI896872		28688	Philips	Philips	CarStyle s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Philips	Žiarovka H7 Philips	Žiarovka H7 Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	3.63	4.46	4.90	6.03	35.0	10	5.43		€/ks		34	KE-03 Košice	Na ceste	2–3 dni	3	4	1	1	Kartón	2–3 dni	0.38	0.44	677	34	41		677x34x41 mm	Volkswagen Golf VII 2012–2020	2012	2020	ECE R37/R112	8512.20	Španielsko	Nový	12							https://cdn.cst.sk/img/cst-lgt-000015.jpg	https://cdn.cst.sk/doc/cst-lgt-000015.pdf	áno	2026-06-02
16	CST-ACC-000016	8591897042676	FRO925110		50069	Frogum	Frogum	CarStyle s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Frogum	Gumové koberce (sada) Frogum, sivá	Gumové koberce (sada) Frogum. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	36.12	44.43	59.02	72.59	63.4	0			€/ks		0	BA-01 Bratislava	Na objednávku	14 dní	14	1	1	1	Blister	14 dní	1.26	1.53	52	190	50		52x190x50 mm	Univerzálne				8708.29	Španielsko	Nový	12							https://cdn.cst.sk/img/cst-acc-000016.jpg	https://cdn.cst.sk/doc/cst-acc-000016.pdf	áno	2026-06-02
17	CST-FLT-000017	8592281690787	MAH864657	OE5748632;OE1207357;OE7250605	35333	Mahle	Mahle	CarStyle s.r.o.	Filtre	Kabínový filter	FLT	Kabínový filter Mahle	Kabínový filter Mahle, typ Aktívne uhlie	Kabínový filter Mahle (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	14.00	17.22	19.96	24.55	42.6	5	23.32		€/ks		0	KE-03 Košice	Na objednávku	14 dní	14	1	1	1	Sada v krabici	14 dní	1.34	1.46	149	105	43		149x105x43 mm	Toyota Corolla E170 2013–2019	2013	2019	ISO 4548	8421.23	Japonsko	Nový	24							https://cdn.cst.sk/img/cst-flt-000017.jpg	https://cdn.cst.sk/doc/cst-flt-000017.pdf	áno	2026-06-02
18	CST-ACC-000018	8595312544653	K2932690		61349	K2	K2	CarStyle s.r.o.	Autodoplnky	Štartovacie káble	ACC	Štartovacie káble K2	Štartovacie káble K2, sivá	Štartovacie káble K2. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	29.90	36.78	49.39	60.75	65.2	5	57.71		€/ks		0	ZA-02 Žilina	Na objednávku	10 dní	10	4	4	1	Plastová nádoba	10 dní	2.16	2.68	77	352	215		77x352x215 mm	Univerzálne				8708.29	Nemecko	Nový	12							https://cdn.cst.sk/img/cst-acc-000018.jpg	https://cdn.cst.sk/doc/cst-acc-000018.pdf	áno	2026-06-02
19	CST-RIM-000019	8594059119087	OE219238		76887	OE	OE	CarStyle s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk OE 7.5Jx18 5x114,3 ET35	Hliníkový disk OE 7.5Jx18, 5x114,3, ET35	Hliníkový disk OE, 7.5Jx18, rozteč 5x114,3, ET35. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	7.5Jx18 5x114,3 ET35				EUR	23	79.42	97.69	107.05	131.67	34.8	5	125.09		€/ks		73	DC-WIEN Viedeň	Skladom	24 h	1	1	1	1	Kartón	24 h	12.00	14.24	500	500	187		500x500x187 mm	Univerzálne			TÜV / ECE	8708.70	Taliansko	Nový	24							https://cdn.cst.sk/img/cst-rim-000019.jpg	https://cdn.cst.sk/doc/cst-rim-000019.pdf	áno	2026-06-02
20	CST-ACC-000020	8599664267758	CEL781192		12594	Cellularline	Cellularline	CarStyle s.r.o.	Autodoplnky	Držiak telefónu	ACC	Držiak telefónu Cellularline	Držiak telefónu Cellularline, béžová	Držiak telefónu Cellularline. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			Béžová	EUR	23	17.98	22.12	26.81	32.98	49.1	0			€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	10	4	1	Blister	10 dní	8.79	9.69	115	295	166		115x295x166 mm	Univerzálne				8708.29	Slovensko	Nový	12							https://cdn.cst.sk/img/cst-acc-000020.jpg	https://cdn.cst.sk/doc/cst-acc-000020.pdf	áno	2026-06-02
21	CST-ACC-000021	8596371929900	PET168824		92737	Petex	Petex	CarStyle s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Petex	Gumové koberce (sada) Petex, sivá	Gumové koberce (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	42.51	52.29	59.42	73.09	39.8	0			€/ks		95	DC-WIEN Viedeň	Skladom	24 h	1	5	1	1	Sada v krabici	24 h	4.14	4.49	277	120	213		277x120x213 mm	Univerzálne				8708.29	Francúzsko	Nový	12							https://cdn.cst.sk/img/cst-acc-000021.jpg	https://cdn.cst.sk/doc/cst-acc-000021.pdf	áno	2026-06-02
22	CST-BAT-000022	8597948941073	BOS183846		16167	Bosch	Bosch	CarStyle s.r.o.	Elektrika	Autobatéria	BAT	Autobatéria Bosch 54 Ah 12V 594A	Autobatéria Bosch 54 Ah, štart. prúd 594 A	Štartovacia batéria Bosch 54 Ah, 12 V, štartovací prúd 594 A. Bezúdržbová, vhodná pre vozidlá so systémom štart-stop.	Kapacita	54 Ah				EUR	23	65.49	80.55	79.70	98.03	21.7	15	83.33		€/ks	14.57	0	BA-01 Bratislava	Vypredané	—	0	5	2	1	Plastová nádoba	—	12.20	13.69	242	175	190		242x175x190 mm	Mercedes-Benz C W204 2007–2014	2007	2014	EN 50342	8507.10	Čína	Nový	24							https://cdn.cst.sk/img/cst-bat-000022.jpg	https://cdn.cst.sk/doc/cst-bat-000022.pdf	áno	2026-06-02
23	CST-ACC-000023	8591957721138	MEG448107		61997	Meguiar's	Meguiar's	CarStyle s.r.o.	Autodoplnky	Autošampón	ACC	Autošampón Meguiar's	Autošampón Meguiar's, —	Autošampón Meguiar's. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	—			—	EUR	23	9.28	11.41	14.02	17.24	51.1	0			€/ks		0	DC-WIEN Viedeň	Na objednávku	7 dní	7	1	4	2	Sada v krabici	7 dní	4.45	5.08	543	233	169		543x233x169 mm	Univerzálne				8708.29	Španielsko	Nový	12							https://cdn.cst.sk/img/cst-acc-000023.jpg	https://cdn.cst.sk/doc/cst-acc-000023.pdf	áno	2026-06-02
24	CST-RIM-000024	8592414998964	DEZ189964		53694	Dezent	Dezent	CarStyle s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk Dezent 6.0Jx15 4x100 ET50	Hliníkový disk Dezent 6.0Jx15, 4x100, ET50	Hliníkový disk Dezent, 6.0Jx15, rozteč 4x100, ET50. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	6.0Jx15 4x100 ET50				EUR	23	80.85	99.45	103.09	126.80	27.5	5	120.46		€/ks		0	DC-WIEN Viedeň	Na objednávku	7 dní	7	2	1	4	Kartón	7 dní	12.50	13.30	425	425	150		425x425x150 mm	Univerzálne			TÜV / ECE	8708.70	Turecko	Nový	24							https://cdn.cst.sk/img/cst-rim-000024.jpg	https://cdn.cst.sk/doc/cst-rim-000024.pdf	áno	2026-06-02
25	CST-TYR-000025	8595952957677	CON11977		20702	Continental	Continental	CarStyle s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Continental 185/65 R16 90W zimná	Zimná pneu Continental 185/65 R16 90W	Zimná pneumatika Continental 185/65 R16, nosnosť 90, rýchlosť W. EÚ štítok: palivo C, priľnavosť na mokre C, hluk 70 dB.	Rozmer	185/65 R16 90W				EUR	23	90.23	110.98	113.63	139.76	25.9	5	132.77		€/ks		328	ZA-02 Žilina	Skladom	24 h	1	1	2	1	Kartón	24 h	9.70	11.58	500	185	185		500x185x185 mm	Univerzálne			ECE R30	4011.10	Turecko	Nový	24	Zimná	C	C	70			https://cdn.cst.sk/img/cst-tyr-000025.jpg	https://cdn.cst.sk/doc/cst-tyr-000025.pdf	áno	2026-06-02
26	CST-TYR-000026	8591090372396	BRI586315		76167	Bridgestone	Bridgestone	CarStyle s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Bridgestone 215/50 R15 92T celoročná	Celoročná pneu Bridgestone 215/50 R15 92T	Celoročná pneumatika Bridgestone 215/50 R15, nosnosť 92, rýchlosť T. EÚ štítok: palivo E, priľnavosť na mokre C, hluk 69 dB.	Rozmer	215/50 R15 92T				EUR	23	101.57	124.93	123.45	151.84	21.5	10	136.66		€/ks		71	DC-WIEN Viedeň	Skladom	24 h	1	4	1	2	Kartón	24 h	8.60	9.55	475	215	215		475x215x215 mm	Univerzálne			ECE R30	4011.10	Taliansko	Nový	24	Celoročná	E	C	69			https://cdn.cst.sk/img/cst-tyr-000026.jpg	https://cdn.cst.sk/doc/cst-tyr-000026.pdf	áno	2026-06-02
27	CST-TYR-000027	8599215969605	BAR618472		30305	Barum	Barum	CarStyle s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Barum 175/65 R15 98T celoročná	Celoročná pneu Barum 175/65 R15 98T	Celoročná pneumatika Barum 175/65 R15, nosnosť 98, rýchlosť T. EÚ štítok: palivo C, priľnavosť na mokre A, hluk 71 dB.	Rozmer	175/65 R15 98T				EUR	23	80.28	98.74	98.78	121.50	23.0	0			€/ks		266	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Plastová nádoba	24 h	12.40	14.69	475	175	175		475x175x175 mm	Univerzálne			ECE R30	4011.10	Taliansko	Nový	24	Celoročná	C	A	71			https://cdn.cst.sk/img/cst-tyr-000027.jpg	https://cdn.cst.sk/doc/cst-tyr-000027.pdf	áno	2026-06-02
28	CST-ACC-000028	8599305581731	K2347474		27258	K2	K2	CarStyle s.r.o.	Autodoplnky	Autošampón	ACC	Autošampón K2	Autošampón K2, sivá	Autošampón K2. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sivá			Sivá	EUR	23	17.31	21.29	28.47	35.02	64.5	0			€/ks		135	DC-PRG Praha	Skladom	24 h	1	4	2	1	Plastová nádoba	24 h	3.60	4.21	139	356	92		139x356x92 mm	Univerzálne				8708.29	Turecko	Nový	12							https://cdn.cst.sk/img/cst-acc-000028.jpg	https://cdn.cst.sk/doc/cst-acc-000028.pdf	áno	2026-06-02
29	CST-TYR-000029	8591780527310	BRI742955		45367	Bridgestone	Bridgestone	CarStyle s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Bridgestone 225/50 R15 98W zimná	Zimná pneu Bridgestone 225/50 R15 98W	Zimná pneumatika Bridgestone 225/50 R15, nosnosť 98, rýchlosť W. EÚ štítok: palivo E, priľnavosť na mokre B, hluk 71 dB.	Rozmer	225/50 R15 98W				EUR	23	101.76	125.16	128.99	158.66	26.8	0			€/ks		251	BA-01 Bratislava	Skladom	24 h	1	2	4	2	Fólia	24 h	10.30	12.05	475	225	225		475x225x225 mm	Univerzálne			ECE R30	4011.10	Turecko	Nový	24	Zimná	E	B	71			https://cdn.cst.sk/img/cst-tyr-000029.jpg	https://cdn.cst.sk/doc/cst-tyr-000029.pdf	áno	2026-06-02
30	CST-RIM-000030	8591266034080	ALC172129		32262	Alcar	Alcar	CarStyle s.r.o.	Disky	Oceľový disk	RIM	Oceľový disk Alcar 6.0Jx16 4x100 ET50	Oceľový disk Alcar 6.0Jx16, 4x100, ET50	Oceľový disk Alcar, 6.0Jx16, rozteč 4x100, ET50. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	6.0Jx16 4x100 ET50				EUR	23	119.63	147.14	174.19	214.25	45.6	0			€/ks		285	KE-03 Košice	Skladom	24 h	1	1	4	4	Fólia	24 h	7.60	8.29	450	450	150		450x450x150 mm	Univerzálne			TÜV / ECE	8708.70	Slovensko	Nový	24							https://cdn.cst.sk/img/cst-rim-000030.jpg	https://cdn.cst.sk/doc/cst-rim-000030.pdf	áno	2026-06-02
31	CST-ACC-000031	8594998213617	PET382945		99739	Petex	Petex	CarStyle s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Petex	Autopoťahy (sada) Petex, sivá	Autopoťahy (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sada			Sivá	EUR	23	30.42	37.42	45.62	56.11	50.0	15	47.69		€/ks		0	BA-01 Bratislava	Na objednávku	14 dní	14	5	1	2	Plastová nádoba	14 dní	2.46	3.05	371	289	93		371x289x93 mm	Univerzálne				8708.29	Turecko	Nový	12							https://cdn.cst.sk/img/cst-acc-000031.jpg	https://cdn.cst.sk/doc/cst-acc-000031.pdf	áno	2026-06-02
32	CST-ACC-000032	8596642094429	KEG473780		81171	Kegel	Kegel	CarStyle s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Kegel	Autopoťahy (sada) Kegel, sivá	Autopoťahy (sada) Kegel. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			Sivá	EUR	23	89.63	110.24	127.65	157.01	42.4	10	141.31		€/ks		0	DC-PRG Praha	Na objednávku	14 dní	14	4	1	2	Sada v krabici	14 dní	1.71	2.03	149	301	207		149x301x207 mm	Univerzálne				8708.29	Turecko	Nový	12							https://cdn.cst.sk/img/cst-acc-000032.jpg	https://cdn.cst.sk/doc/cst-acc-000032.pdf	áno	2026-06-02
33	CST-PRT-000033	8598057513366	DEN866429	OE8388783	58098	Denso	Denso	CarStyle s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka Denso	Zapaľovacia sviečka Denso	Zapaľovacia sviečka Denso. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Sada		EUR	23	7.42	9.13	11.10	13.65	49.6	10	12.29		€/ks		0	BA-01 Bratislava	Na objednávku	10 dní	10	10	2	1	Kartón	10 dní	7.65	8.92	358	274	96		358x274x96 mm	Peugeot 308 II 2013–2021	2013	2021		8708.99	Nemecko	Nový	24							https://cdn.cst.sk/img/cst-prt-000033.jpg	https://cdn.cst.sk/doc/cst-prt-000033.pdf	áno	2026-06-02
