row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_make	vehicle_model	vehicle_generation	vehicle_year_from	vehicle_year_to	vehicle_compatibility	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
11	ELA-FLU-000011	8598177403516	LIQ791653		37409	Liqui Moly	Liqui Moly	ElectroAuto Ltd.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 15W-40 4 L	Synthetic oil Liqui Moly 15W-40, 4 L pack	Fully synthetic engine oil Liqui Moly 15W-40. ACEA C2, API SN PLUS standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	15W-40 / 4 L				EUR	23	35.30	43.42	46.79	57.55	32.5	0		14.39	EUR/L		200	DC-PRG Prague	In stock	24 h	1	10	2	2	Boxed set	24 h	3.80	4.32	172	165	256	4.00	172x165x256 mm						Universal	ACEA C2 / API SN PLUS	3819.00	France	New	0					15W-40	ACEA C2, API SN PLUS	https://cdn.ela.example/img/ela-flu-000011.jpg	https://cdn.ela.example/doc/ela-flu-000011.pdf	yes	2026-06-02
12	ELA-BAT-000012	8593093005172	BAN646124		35046	Banner	Banner	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Banner 80 Ah 12V 800A	Car battery Banner 80 Ah, cranking 800 A	Starter battery Banner 80 Ah, 12 V, cranking current 800 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	80 Ah				EUR	23	154.10	189.54	210.56	258.99	36.6	0			EUR/pc	9.97	269	DC-VIE Vienna	In stock	24 h	1	2	1	2	Box	24 h	15.90	19.08	242	175	190		242x175x190 mm	Ford	Mondeo	IV	2007	2014	Ford Mondeo IV 2007-2014	EN 50342	8507.10	Germany	New	24							https://cdn.ela.example/img/ela-bat-000012.jpg	https://cdn.ela.example/doc/ela-bat-000012.pdf	yes	2026-06-02
13	ELA-BAT-000013	8590788583106	EXI615874		49935	Exide	Exide	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Exide 54 Ah 12V 486A	Car battery Exide 54 Ah, cranking 486 A	Starter battery Exide 54 Ah, 12 V, cranking current 486 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	54 Ah				EUR	23	141.30	173.80	178.80	219.92	26.5	5	208.92		EUR/pc	9.93	0	ZA-02 Zilina	On order	7 days	7	2	1	1	Film wrap	7 days	13.60	14.82	242	175	190		242x175x190 mm	Toyota	Corolla	E170	2013	2019	Toyota Corolla E170 2013-2019	EN 50342	8507.10	China	New	24							https://cdn.ela.example/img/ela-bat-000013.jpg	https://cdn.ela.example/doc/ela-bat-000013.pdf	yes	2026-06-02
14	ELA-LGT-000014	8592201763850	OSR445865		83473	Osram	Osram	ElectroAuto Ltd.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	30.31	37.28	39.84	49.00	31.4	15	41.65		EUR/pc		207	ZA-02 Zilina	In stock	24 h	1	1	4	2	Plastic container	24 h	0.08	0.10	75	41	54		75x41x54 mm	Volkswagen	Golf	VI (5K)	2008	2013	Volkswagen Golf VI (5K) 2008-2013	ECE R37/R112	8512.20	Japan	New	12							https://cdn.ela.example/img/ela-lgt-000014.jpg	https://cdn.ela.example/doc/ela-lgt-000014.pdf	yes	2026-06-02
15	ELA-BAT-000015	8598814247817	EXI447179		21394	Exide	Exide	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Exide 70 Ah 12V 770A	Car battery Exide 70 Ah, cranking 770 A	Starter battery Exide 70 Ah, 12 V, cranking current 770 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	70 Ah				EUR	23	142.58	175.37	195.49	240.45	37.1	0			EUR/pc	8.73	462	DC-PRG Prague	In stock	24 h	1	1	1	1	Blister	24 h	16.00	18.71	242	175	190		242x175x190 mm	BMW	5 Series	F10	2010	2017	BMW 5 Series F10 2010-2017	EN 50342	8507.10	Turkey	New	24							https://cdn.ela.example/img/ela-bat-000015.jpg	https://cdn.ela.example/doc/ela-bat-000015.pdf	yes	2026-06-02
16	ELA-PRT-000016	8591105188899	GAT622185	OE8665258;OE5807521;OE7841698	28837	Gates	Gates	ElectroAuto Ltd.	Spare parts	Timing belt kit	PRT	Timing belt kit Gates	Timing belt kit Gates	Timing belt kit Gates. Precise fitment to OE specification, proven reliability and durability.				Set		EUR	23	179.61	220.92	252.77	310.91	40.7	0			EUR/pc		395	BA-01 Bratislava	In stock	24 h	1	1	1	1	Plastic container	24 h	7.23	8.44	157	50	181		157x50x181 mm	Peugeot	308	II	2013	2021	Peugeot 308 II 2013-2021		8708.99	Japan	New	24							https://cdn.ela.example/img/ela-prt-000016.jpg	https://cdn.ela.example/doc/ela-prt-000016.pdf	yes	2026-06-02
17	ELA-BAT-000017	8598835333995	VAR126696		99884	Varta	Varta	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Varta 80 Ah 12V 800A	Car battery Varta 80 Ah, cranking 800 A	Starter battery Varta 80 Ah, 12 V, cranking current 800 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	80 Ah				EUR	23	151.11	185.87	210.13	258.46	39.1	0			EUR/pc	9.88	347	DC-PRG Prague	In stock	24 h	1	1	2	4	Blister	24 h	13.40	14.19	242	175	190		242x175x190 mm	Peugeot	308	II	2013	2021	Peugeot 308 II 2013-2021	EN 50342	8507.10	China	New	24							https://cdn.ela.example/img/ela-bat-000017.jpg	https://cdn.ela.example/doc/ela-bat-000017.pdf	yes	2026-06-02
18	ELA-BAT-000018	8591422105593	EXI859273		82810	Exide	Exide	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Exide 80 Ah 12V 880A	Car battery Exide 80 Ah, cranking 880 A	Starter battery Exide 80 Ah, 12 V, cranking current 880 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	80 Ah				EUR	23	154.83	190.44	188.64	232.03	21.8	15	197.23		EUR/pc	12.42	31	ZA-02 Zilina	Incoming	2-3 days	3	1	1	4	Boxed set	2-3 days	16.20	18.39	242	175	190		242x175x190 mm	Audi	A6	C7	2011	2018	Audi A6 C7 2011-2018	EN 50342	8507.10	China	New	24							https://cdn.ela.example/img/ela-bat-000018.jpg	https://cdn.ela.example/doc/ela-bat-000018.pdf	yes	2026-06-02
19	ELA-LGT-000019	8592279377898	OSR978336		22931	Osram	Osram	ElectroAuto Ltd.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	2 pcs (pair)				EUR	23	30.82	37.91	47.48	58.40	54.1	5	55.48		EUR/pc		0	DC-PRG Prague	On order	14 days	14	1	1	1	Film wrap	14 days	0.53	0.62	200	26	37		200x26x37 mm	Hyundai	i30	II (GD)	2011	2017	Hyundai i30 II (GD) 2011-2017	ECE R37/R112	8512.20	Italy	New	12							https://cdn.ela.example/img/ela-lgt-000019.jpg	https://cdn.ela.example/doc/ela-lgt-000019.pdf	yes	2026-06-02
20	ELA-LGT-000020	8599412594150	BOS309918		68164	Bosch	Bosch	ElectroAuto Ltd.	Lighting & visibility	H7 bulb	LGT	H7 bulb Bosch	H7 bulb Bosch	H7 bulb Bosch. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	1 pc				EUR	23	5.83	7.17	8.54	10.50	46.5	0			EUR/pc		0	ZA-02 Zilina	On order	7 days	7	5	1	2	Boxed set	7 days	0.22	0.27	112	59	51		112x59x51 mm	Renault	Megane	III	2008	2016	Renault Megane III 2008-2016	ECE R37/R112	8512.20	Poland	New	12							https://cdn.ela.example/img/ela-lgt-000020.jpg	https://cdn.ela.example/doc/ela-lgt-000020.pdf	no	2026-06-02
21	ELA-FLT-000021	8592371425855	FIL722897	OE4694185;OE5697038	90761	Filtron	Filtron	ElectroAuto Ltd.	Filters	Air filter	FLT	Air filter Filtron	Air filter Filtron, type Activated carbon	Air filter Filtron (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	7.14	8.78	10.75	13.22	50.6	0			EUR/pc		373	DC-VIE Vienna	In stock	24 h	1	5	1	4	Blister	24 h	0.39	0.42	143	242	72		143x242x72 mm	Volkswagen	Passat	B8	2014	2023	Volkswagen Passat B8 2014-2023	ISO 4548	8421.23	France	New	24							https://cdn.ela.example/img/ela-flt-000021.jpg	https://cdn.ela.example/doc/ela-flt-000021.pdf	yes	2026-06-02
22	ELA-BAT-000022	8595299581122	VAR161866		61324	Varta	Varta	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Varta 70 Ah 12V 770A	Car battery Varta 70 Ah, cranking 770 A	Starter battery Varta 70 Ah, 12 V, cranking current 770 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	70 Ah				EUR	23	160.71	197.67	197.03	242.35	22.6	0			EUR/pc	13.21	140	DC-VIE Vienna	In stock	24 h	1	10	4	1	Film wrap	24 h	16.80	18.04	242	175	190		242x175x190 mm	Volkswagen	Golf	VI (5K)	2008	2013	Volkswagen Golf VI (5K) 2008-2013	EN 50342	8507.10	Japan	New	24							https://cdn.ela.example/img/ela-bat-000022.jpg	https://cdn.ela.example/doc/ela-bat-000022.pdf	yes	2026-06-02
23	ELA-PRT-000023	8594584153631	SAC153583	OE6054398	18116	Sachs	Sachs	ElectroAuto Ltd.	Spare parts	Shock absorber	PRT	Shock absorber Sachs	Shock absorber Sachs	Shock absorber Sachs. Precise fitment to OE specification, proven reliability and durability.	Engine		Engine	Set		EUR	23	59.10	72.69	90.41	111.20	53.0	5	105.64		EUR/pc		61	DC-VIE Vienna	In stock	24 h	1	1	4	2	Plastic container	24 h	11.03	13.68	325	249	157		325x249x157 mm	Skoda	Fabia	II (5J)	2007	2014	Skoda Fabia II (5J) 2007-2014		8708.99	Spain	New	24							https://cdn.ela.example/img/ela-prt-000023.jpg	https://cdn.ela.example/doc/ela-prt-000023.pdf	yes	2026-06-02
24	ELA-ACC-000024	8599536659681	K2917393		89736	K2	K2	ElectroAuto Ltd.	Accessories	Jump leads	ACC	Jump leads K2	Jump leads K2, beige	Jump leads K2. Quality build, easy installation, universal or model-specific design.	Design	Universal			Beige	EUR	23	17.16	21.11	25.23	31.03	47.0	0			EUR/pc		221	BA-01 Bratislava	In stock	24 h	1	5	1	1	Boxed set	24 h	4.90	5.15	222	190	253		222x190x253 mm						Universal		8708.29	Japan	New	12							https://cdn.ela.example/img/ela-acc-000024.jpg	https://cdn.ela.example/doc/ela-acc-000024.pdf	yes	2026-06-02
25	ELA-FLT-000025	8595216211224	MAN340263	OE4215403;OE8660639;OE7038658	23236	Mann-Filter	Mann-Filter	ElectroAuto Ltd.	Filters	Fuel filter	FLT	Fuel filter Mann-Filter	Fuel filter Mann-Filter, type Activated carbon	Fuel filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	26.74	32.89	38.52	47.38	44.1	0			EUR/pc		0	ZA-02 Zilina	On order	10 days	10	1	2	1	Plastic container	10 days	1.36	1.69	171	139	68		171x139x68 mm	BMW	5 Series	F10	2010	2017	BMW 5 Series F10 2010-2017	ISO 4548	8421.23	France	New	24							https://cdn.ela.example/img/ela-flt-000025.jpg	https://cdn.ela.example/doc/ela-flt-000025.pdf	yes	2026-06-02
26	ELA-BAT-000026	8597355623517	VAR417777		41579	Varta	Varta	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Varta 74 Ah 12V 814A	Car battery Varta 74 Ah, cranking 814 A	Starter battery Varta 74 Ah, 12 V, cranking current 814 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	74 Ah				EUR	23	131.11	161.27	162.94	200.42	24.3	0			EUR/pc	11.20	465	KE-03 Kosice	In stock	24 h	1	1	4	1	Boxed set	24 h	13.50	15.12	242	175	190		242x175x190 mm	Skoda	Superb	II (3T)	2008	2015	Skoda Superb II (3T) 2008-2015	EN 50342	8507.10	Spain	New	24							https://cdn.ela.example/img/ela-bat-000026.jpg	https://cdn.ela.example/doc/ela-bat-000026.pdf	yes	2026-06-02
27	ELA-FLU-000027	8599650998222	SHE638989		61572	Shell	Shell	ElectroAuto Ltd.	Fluids	Engine oil	FLU	Engine oil Shell 5W-30 1 L	Synthetic oil Shell 5W-30, 1 L pack	Fully synthetic engine oil Shell 5W-30. ACEA C3, API SN PLUS standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	5W-30 / 1 L				EUR	23	11.07	13.62	15.49	19.05	39.9	0		19.05	EUR/L		14	DC-PRG Prague	Incoming	2-3 days	3	5	1	4	Blister	2-3 days	1.00	1.22	96	94	308	1.00	96x94x308 mm						Universal	ACEA C3 / API SN PLUS	3819.00	Germany	New	0					5W-30	ACEA C3, API SN PLUS	https://cdn.ela.example/img/ela-flu-000027.jpg	https://cdn.ela.example/doc/ela-flu-000027.pdf	yes	2026-06-02
28	ELA-FLT-000028	8597529426777	MAN287997	OE3574038	53216	Mann-Filter	Mann-Filter	ElectroAuto Ltd.	Filters	Cabin filter	FLT	Cabin filter Mann-Filter	Cabin filter Mann-Filter, type Activated carbon	Cabin filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	8.45	10.39	11.71	14.40	38.6	0			EUR/pc		26	BA-01 Bratislava	Incoming	2-3 days	3	1	1	1	Film wrap	2-3 days	0.22	0.25	200	157	77		200x157x77 mm	Peugeot	308	II	2013	2021	Peugeot 308 II 2013-2021	ISO 4548	8421.23	Slovakia	New	24							https://cdn.ela.example/img/ela-flt-000028.jpg	https://cdn.ela.example/doc/ela-flt-000028.pdf	yes	2026-06-02
29	ELA-BAT-000029	8593231327289	EXI251317		20060	Exide	Exide	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Exide 80 Ah 12V 720A	Car battery Exide 80 Ah, cranking 720 A	Starter battery Exide 80 Ah, 12 V, cranking current 720 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	80 Ah				EUR	23	153.98	189.40	192.36	236.60	24.9	0			EUR/pc	12.87	36	KE-03 Kosice	Incoming	2-3 days	3	2	1	1	Blister	2-3 days	20.40	22.59	242	175	190		242x175x190 mm	BMW	5 Series	F10	2010	2017	BMW 5 Series F10 2010-2017	EN 50342	8507.10	France	New	24							https://cdn.ela.example/img/ela-bat-000029.jpg	https://cdn.ela.example/doc/ela-bat-000029.pdf	yes	2026-06-02
30	ELA-ACC-000030	8598555085785	FRO11982		55538	Frogum	Frogum	ElectroAuto Ltd.	Accessories	Rubber mats (set)	ACC	Rubber mats (set) Frogum	Rubber mats (set) Frogum, beige	Rubber mats (set) Frogum. Quality build, easy installation, universal or model-specific design.	Design	Set			Beige	EUR	23	14.15	17.40	22.39	27.54	58.2	0			EUR/pc		0	DC-VIE Vienna	On order	7 days	7	1	2	4	Boxed set	7 days	7.91	9.60	451	143	40		451x143x40 mm						Universal		8708.29	Poland	New	12							https://cdn.ela.example/img/ela-acc-000030.jpg	https://cdn.ela.example/doc/ela-acc-000030.pdf	no	2026-06-02
31	ELA-RIM-000031	8590747534101	OE285215		20096	OE	OE	ElectroAuto Ltd.	Wheels	Alloy wheel	RIM	Alloy wheel OE 6.0Jx18 5x108 ET40	Alloy wheel OE 6.0Jx18, 5x108, ET40	Alloy wheel OE, 6.0Jx18, PCD 5x108, ET40. Certified (TUV), suitable for all-year use, painted finish.	Size	6.0Jx18 5x108 ET40				EUR	23	43.89	53.98	67.94	83.57	54.8	10	75.21		EUR/pc		0	ZA-02 Zilina	Sold out		0	1	2	1	Blister		6.80	8.48	500	500	150		500x500x150 mm						Universal	TUV / ECE	8708.70	Italy	New	24							https://cdn.ela.example/img/ela-rim-000031.jpg	https://cdn.ela.example/doc/ela-rim-000031.pdf	yes	2026-06-02
32	ELA-LGT-000032	8590734295862	OSR201480		96289	Osram	Osram	ElectroAuto Ltd.	Lighting & visibility	LED bulb	LGT	LED bulb Osram	LED bulb Osram	LED bulb Osram. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	1 pc				EUR	23	18.98	23.35	29.99	36.89	58.0	10	33.20		EUR/pc		256	KE-03 Kosice	In stock	24 h	1	10	1	2	Boxed set	24 h	0.71	0.85	425	57	29		425x57x29 mm	Volkswagen	Golf	VII	2012	2020	Volkswagen Golf VII 2012-2020	ECE R37/R112	8512.20	China	New	12							https://cdn.ela.example/img/ela-lgt-000032.jpg	https://cdn.ela.example/doc/ela-lgt-000032.pdf	yes	2026-06-02
33	ELA-BAT-000033	8591749554111	VAR587678		84134	Varta	Varta	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Varta 95 Ah 12V 950A	Car battery Varta 95 Ah, cranking 950 A	Starter battery Varta 95 Ah, 12 V, cranking current 950 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	95 Ah				EUR	23	111.13	136.69	147.93	181.95	33.1	0			EUR/pc	10.96	107	KE-03 Kosice	In stock	24 h	1	4	1	2	Box	24 h	17.30	18.65	242	175	190		242x175x190 mm	Skoda	Superb	II (3T)	2008	2015	Skoda Superb II (3T) 2008-2015	EN 50342	8507.10	Slovakia	New	24							https://cdn.ela.example/img/ela-bat-000033.jpg	https://cdn.ela.example/doc/ela-bat-000033.pdf	yes	2026-06-02
34	ELA-BAT-000034	8599663041786	BOS199343		66127	Bosch	Bosch	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Bosch 60 Ah 12V 540A	Car battery Bosch 60 Ah, cranking 540 A	Starter battery Bosch 60 Ah, 12 V, cranking current 540 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	60 Ah				EUR	23	117.66	144.72	151.73	186.63	29.0	0			EUR/pc	11.96	25	ZA-02 Zilina	In stock	24 h	1	2	4	2	Boxed set	24 h	12.30	14.66	242	175	190		242x175x190 mm	Volkswagen	Passat	B7	2010	2014	Volkswagen Passat B7 2010-2014	EN 50342	8507.10	Spain	New	24							https://cdn.ela.example/img/ela-bat-000034.jpg	https://cdn.ela.example/doc/ela-bat-000034.pdf	yes	2026-06-02
35	ELA-BAT-000035	8592775439144	BOS759854		78597	Bosch	Bosch	ElectroAuto Ltd.	Electrical	Car battery	BAT	Car battery Bosch 70 Ah 12V 770A	Car battery Bosch 70 Ah, cranking 770 A	Starter battery Bosch 70 Ah, 12 V, cranking current 770 A. Maintenance-free, suitable for start-stop vehicles.	Capacity	70 Ah				EUR	23	140.31	172.58	176.04	216.53	25.5	10	194.88		EUR/pc	8.01	144	DC-VIE Vienna	In stock	24 h	1	1	4	1	Blister	24 h	14.10	14.84	242	175	190		242x175x190 mm	Volkswagen	Golf	VII	2012	2020	Volkswagen Golf VII 2012-2020	EN 50342	8507.10	Germany	New	24							https://cdn.ela.example/img/ela-bat-000035.jpg	https://cdn.ela.example/doc/ela-bat-000035.pdf	yes	2026-06-02
